,film,year_film,Total oscars nominations,Total oscars won,Oscars best picture,G.G. nominations,G.G. won,G.G. best motion picture
1303,'Round Midnight,1986,2.0,1.0,0.0,2.0,0.0,0.0
1304,Isaac in America: A Journey with Isaac Bashevis Singer,1986,1.0,0.0,0.0,,,
1305,Down and Out in America,1986,1.0,1.0,0.0,,,
1306,A Greek Tragedy,1986,1.0,1.0,0.0,,,
1307,An American Tail,1986,1.0,0.0,0.0,1.0,0.0,0.0
1308,Hannah and Her Sisters,1986,7.0,3.0,0.0,5.0,1.0,1.0
1309,'Crocodile' Dundee,1986,1.0,0.0,0.0,,,
1310,"United Soviet Socialist Republics, Tengiz Abuladze",1987,,,,1.0,0.0,0.0
1311,Innerspace,1987,1.0,1.0,0.0,,,
1312,A Stitch for Time,1987,1.0,0.0,0.0,,,
1313,"Au Revoir Les Enfants (Goodbye, Children)",1987,2.0,0.0,0.0,,,
1314,Mannequin,1987,1.0,0.0,0.0,1.0,0.0,0.0
1315,Fatal Attraction,1987,6.0,0.0,0.0,4.0,0.0,0.0
1316,The Princess Bride,1987,1.0,0.0,0.0,,,
1317,In the Wee Wee Hours...,1987,1.0,0.0,0.0,,,
1318,Course Completed,1987,1.0,0.0,0.0,,,
1319,House of Games,1987,,,,1.0,0.0,0.0
1320,The Family,1987,1.0,0.0,0.0,,,
1321,The Dead,1987,2.0,0.0,0.0,,,
1322,Making Waves,1987,1.0,0.0,0.0,,,
1323,Radio Bikini,1987,1.0,0.0,0.0,,,
1324,Cry Freedom,1987,3.0,0.0,0.0,4.0,0.0,0.0
1325,Frances Steloff: Memoirs of a Bookseller,1987,1.0,0.0,0.0,,,
1326,Your Face,1987,1.0,0.0,0.0,,,
1327,Young at Heart,1987,1.0,1.0,0.0,,,
1328,Language Says It All,1987,1.0,0.0,0.0,,,
1329,Predator,1987,1.0,0.0,0.0,,,
1330,Moonstruck,1987,6.0,3.0,0.0,5.0,2.0,0.0
1331,The Glass Menagerie,1987,,,,1.0,0.0,0.0
1332,Throw Momma From The Train,1987,,,,2.0,0.0,0.0
1333,Beverly Hills Cop II,1987,1.0,0.0,0.0,1.0,0.0,0.0
1334,The Man Who Planted Trees,1987,1.0,1.0,0.0,,,
1335,"Italy, Nikita Mikhalkov",1987,,,,1.0,0.0,0.0
1336,Broadcast News,1987,7.0,0.0,0.0,5.0,0.0,0.0
1337,Baby Boom,1987,,,,2.0,0.0,0.0
1338,Dirty Dancing,1987,1.0,1.0,0.0,4.0,1.0,0.0
1339,Babette's Feast,1987,1.0,1.0,0.0,,,
1340,Maurice,1987,1.0,0.0,0.0,,,
1341,The Secret of My Success,1987,,,,1.0,0.0,0.0
1342,Pathfinder,1987,1.0,0.0,0.0,,,
1343,Matewan,1987,1.0,0.0,0.0,,,
1344,The Last Emperor,1987,9.0,9.0,1.0,5.0,4.0,1.0
1345,Gaby: A True Story,1987,,,,2.0,0.0,0.0
1346,Throw Momma from the Train,1987,1.0,0.0,0.0,,,
1347,La Bamba,1987,,,,1.0,0.0,0.0
1348,Ray's Male Heterosexual Dance Hall,1987,1.0,1.0,0.0,,,
1349,Barfly,1987,,,,1.0,0.0,0.0
1350,Ironweed,1987,2.0,0.0,0.0,1.0,0.0,0.0
1351,My Life as a Dog,1987,2.0,0.0,0.0,,,
1352,Eyes on the Prize: America's Civil Rights Years/Bridge to Freedom 1965,1987,1.0,0.0,0.0,,,
1353,Empire of the Sun,1987,6.0,0.0,0.0,2.0,0.0,0.0
1354,Nuts,1987,,,,3.0,0.0,0.0
1355,Radio Days,1987,2.0,0.0,0.0,,,
1356,Weeds,1987,,,,1.0,0.0,0.0
1357,Hope and Glory,1987,5.0,0.0,0.0,3.0,1.0,1.0
1358,Dark Eyes,1987,1.0,0.0,0.0,,,
1359,Anna,1987,1.0,0.0,0.0,1.0,1.0,0.0
1360,Square Dance,1987,,,,1.0,0.0,0.0
1361,Prick Up Your Ears,1987,,,,1.0,0.0,0.0
1362,"France, Louis Malle",1987,,,,1.0,0.0,0.0
1363,Shoeshine,1987,1.0,0.0,0.0,,,
1364,Silver into Gold,1987,1.0,0.0,0.0,,,
1365,Hellfire: A Journey from Hiroshima,1987,1.0,0.0,0.0,,,
1366,The Untouchables,1987,4.0,1.0,0.0,2.0,1.0,0.0
1367,"Good Morning, Vietnam",1987,1.0,0.0,0.0,1.0,1.0,0.0
1368,Harry and the Hendersons,1987,1.0,1.0,0.0,,,
1369,Roxanne,1987,,,,1.0,0.0,0.0
1370,Street Smart,1987,1.0,0.0,0.0,1.0,0.0,0.0
1371,The Whales of August,1987,1.0,0.0,0.0,,,
1372,Lethal Weapon,1987,1.0,0.0,0.0,,,
1373,Happy New Year,1987,1.0,0.0,0.0,,,
1374,The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,1987,1.0,1.0,0.0,,,
1375,George and Rosemary,1987,1.0,0.0,0.0,,,
1376,The Witches of Eastwick,1987,2.0,0.0,0.0,,,
1377,RoboCop,1987,2.0,0.0,0.0,,,
1378,Wall Street,1987,1.0,1.0,0.0,1.0,1.0,0.0
1379,Full Metal Jacket,1987,1.0,0.0,0.0,1.0,0.0,0.0
1380,Who's That Girl,1987,,,,1.0,0.0,0.0
1381,"Sweden, Lasse Hallström",1987,,,,1.0,1.0,0.0
1382,"France, Claude Berri",1987,,,,1.0,0.0,0.0
1383,Gaby - A True Story,1987,1.0,0.0,0.0,,,
1384,Outrageous Fortune,1987,,,,1.0,0.0,0.0
1385,Gorillas in the Mist,1988,5.0,0.0,0.0,,,
1386,Gullah Tales,1988,1.0,0.0,0.0,,,
1387,Dirty Rotten Scoundrels,1988,,,,1.0,0.0,0.0
1388,Willow,1988,2.0,0.0,0.0,,,
1389,A Cry in the Dark,1988,1.0,0.0,0.0,4.0,0.0,0.0
1390,Sunset,1988,1.0,0.0,0.0,,,
1391,Rain Man,1988,8.0,4.0,1.0,4.0,2.0,1.0
1392,Tequila Sunrise,1988,1.0,0.0,0.0,,,
1393,Technological Threat,1988,1.0,0.0,0.0,,,
1394,Cadillac Dreams,1988,1.0,0.0,0.0,,,
1395,The Children's Storefront,1988,1.0,0.0,0.0,,,
1396,"Denmark, Gabriel Axel",1988,,,,1.0,0.0,0.0
1397,The Milagro Beanfield War,1988,1.0,1.0,0.0,1.0,0.0,0.0
1398,"Denmark, Bille August",1988,,,,1.0,1.0,0.0
1399,A Fish Called Wanda,1988,3.0,1.0,0.0,3.0,0.0,0.0
1400,The Music Teacher,1988,1.0,0.0,0.0,,,
1401,Stand and Deliver,1988,1.0,0.0,0.0,2.0,0.0,0.0
1402,Who Killed Vincent Chin?,1988,1.0,0.0,0.0,,,
1403,Who Framed Roger Rabbit,1988,5.0,2.0,0.0,2.0,0.0,0.0
1404,The Cry of Reason - Beyers Naudé: An Afrikaner Speaks Out,1988,1.0,0.0,0.0,,,
1405,Oliver & Company,1988,,,,1.0,0.0,0.0
1406,Tucker: The Man and His Dream,1988,,,,1.0,1.0,0.0
1407,Twins,1988,,,,1.0,0.0,0.0
1408,Bagdad Cafe,1988,1.0,0.0,0.0,,,
1409,A Handful of Dust,1988,1.0,0.0,0.0,,,
1410,Dominick & Eugene,1988,,,,1.0,0.0,0.0
1411,The Last Temptation of Christ,1988,1.0,0.0,0.0,2.0,0.0,0.0
1412,Salaam Bombay!,1988,1.0,0.0,0.0,,,
1413,Midnight Run,1988,,,,2.0,0.0,0.0
1414,Hotel Terminus: The Life and Times of Klaus Barbie,1988,1.0,1.0,0.0,,,
1415,Pelle the Conqueror,1988,2.0,1.0,0.0,,,
1416,Family Gathering,1988,1.0,0.0,0.0,,,
1417,Moon Over Parador,1988,,,,2.0,0.0,0.0
1418,Running on Empty,1988,2.0,0.0,0.0,5.0,1.0,0.0
1419,Portrait of Imogen,1988,1.0,0.0,0.0,,,
1420,The Cat Came Back,1988,1.0,0.0,0.0,,,
1421,Buster,1988,1.0,0.0,0.0,1.0,1.0,0.0
1422,Scrooged,1988,1.0,0.0,0.0,,,
1423,Women on the Verge of a Nervous Breakdown,1988,1.0,0.0,0.0,,,
1424,Madame Sousatzka,1988,,,,2.0,1.0,0.0
1425,Working Girl,1988,5.0,1.0,0.0,6.0,4.0,1.0
1426,Big,1988,2.0,0.0,0.0,2.0,1.0,0.0
1427,Bull Durham,1988,1.0,0.0,0.0,2.0,0.0,0.0
1428,Promises to Keep,1988,1.0,0.0,0.0,,,
1429,Tucker The Man and His Dream,1988,3.0,0.0,0.0,,,
1430,You Don't Have to Die,1988,1.0,1.0,0.0,,,
1431,Coming to America,1988,2.0,0.0,0.0,,,
1432,Gang Cops,1988,1.0,0.0,0.0,,,
1433,Bird,1988,1.0,1.0,0.0,3.0,1.0,0.0
1434,The Appointments of Dennis Jennings,1988,1.0,1.0,0.0,,,
1435,"Spain, Pedro Almodóvar",1988,,,,1.0,0.0,0.0
1436,The Accused,1988,1.0,1.0,0.0,1.0,1.0,0.0
1437,The Accidental Tourist,1988,4.0,1.0,0.0,2.0,0.0,0.0
1438,Mississippi Burning,1988,7.0,1.0,0.0,4.0,0.0,0.0
1439,Hanussen,1988,1.0,0.0,0.0,,,
1440,"India, Mira Nair",1988,,,,1.0,0.0,0.0
1441,Gorillas in the Mist: The Adventure of Dian Fossey,1988,,,,3.0,2.0,0.0
1442,Clara's Heart,1988,,,,1.0,0.0,0.0
1443,Beaches,1988,1.0,0.0,0.0,,,
1444,Beetlejuice,1988,1.0,1.0,0.0,,,
1445,Married to the Mob,1988,1.0,0.0,0.0,1.0,0.0,0.0
1446,Dangerous Liaisons,1988,7.0,3.0,0.0,,,
1447,Die Hard,1988,3.0,0.0,0.0,,,
1448,Little Dorrit,1988,2.0,0.0,0.0,1.0,0.0,0.0
1449,"Hungary, István Szabó",1988,,,,1.0,0.0,0.0
1450,Let's Get Lost,1988,1.0,0.0,0.0,,,
1451,Tin Toy,1988,1.0,1.0,0.0,,,
1452,The Unbearable Lightness of Being,1988,2.0,0.0,0.0,2.0,0.0,0.0
1453,Crossing Delancey,1988,,,,1.0,0.0,0.0
1454,Cocktail,1988,,,,1.0,0.0,0.0
1455,Adam Clayton Powell,1989,1.0,0.0,0.0,,,
1456,My Left Foot,1989,5.0,2.0,0.0,2.0,0.0,0.0
1457,Born on the Fourth of July,1989,8.0,2.0,0.0,5.0,4.0,1.0
1458,Music Box,1989,1.0,0.0,0.0,1.0,0.0,0.0
1459,For All Mankind,1989,1.0,0.0,0.0,,,
1460,What Happened to Santiago,1989,1.0,0.0,0.0,,,
1461,The Bear,1989,1.0,0.0,0.0,,,
1462,Valmont,1989,1.0,0.0,0.0,,,
1463,Black Rain,1989,1.0,0.0,0.0,,,
1464,Blaze,1989,1.0,0.0,0.0,,,
1465,"Italy, Giuseppe Tornatore",1989,,,,1.0,1.0,0.0
1466,"Enemies, A Love Story",1989,2.0,0.0,0.0,,,
1467,Glory,1989,5.0,3.0,0.0,5.0,1.0,0.0
1468,Shirley Valentine,1989,2.0,0.0,0.0,3.0,0.0,0.0
1469,Balance,1989,1.0,1.0,0.0,,,
1470,Crimes and Misdemeanors,1989,3.0,0.0,0.0,1.0,0.0,0.0
1471,The Childeater,1989,1.0,0.0,0.0,,,
1472,The Rose Garden,1989,,,,1.0,0.0,0.0
1473,Yad Vashem: Preserving the Past to Ensure the Future,1989,1.0,0.0,0.0,,,
1474,When Harry Met Sally,1989,,,,5.0,0.0,0.0
1475,"France, Claude Chabrol",1989,,,,1.0,0.0,0.0
1476,In Country,1989,,,,1.0,0.0,0.0
1477,Jacknife,1989,,,,1.0,0.0,0.0
1478,Work Experience,1989,1.0,1.0,0.0,,,
1479,The Hill Farm,1989,1.0,0.0,0.0,,,
1480,Indiana Jones and The Last Crusade,1989,,,,1.0,0.0,0.0
1481,Back to the Future Part II,1989,1.0,0.0,0.0,,,
1482,Do The Right Thing,1989,,,,4.0,0.0,0.0
1483,"Canada, Denys Arcand",1989,,,,1.0,0.0,0.0
1484,The Little Mermaid,1989,2.0,1.0,0.0,3.0,1.0,0.0
1485,Waltzing Regitze,1989,1.0,0.0,0.0,,,
1486,Cinema Paradiso,1989,1.0,1.0,0.0,,,
1487,The Cow,1989,1.0,0.0,0.0,,,
1488,Jesus of Montreal,1989,1.0,0.0,0.0,,,
1489,Dead Poets Society,1989,4.0,1.0,0.0,4.0,0.0,0.0
1490,"France, Bruno Nuytten",1989,,,,1.0,0.0,0.0
1491,"sex, lies, and videotape",1989,1.0,0.0,0.0,,,
1492,Henry V,1989,3.0,1.0,0.0,,,
1493,Field of Dreams,1989,3.0,0.0,0.0,,,
1494,Harlem Nights,1989,1.0,0.0,0.0,,,
1495,Sea of Love,1989,,,,1.0,0.0,0.0
1496,Parenthood,1989,2.0,0.0,0.0,3.0,0.0,0.0
1497,"Yugoslavia, Krsto Papic ",1989,,,,1.0,0.0,0.0
1498,"Sex, Lies, and Videotape",1989,,,,3.0,0.0,0.0
1499,Super Chief: The Life and Legacy of Earl Warren,1989,1.0,0.0,0.0,,,
1500,Scandal,1989,,,,1.0,0.0,0.0
1501,The Adventures of Baron Munchausen,1989,4.0,0.0,0.0,,,
1502,The Johnstown Flood,1989,1.0,1.0,0.0,,,
1503,When Harry Met Sally...,1989,1.0,0.0,0.0,,,
1504,Indiana Jones and the Last Crusade,1989,2.0,0.0,0.0,,,
1505,Dad,1989,1.0,0.0,0.0,1.0,0.0,0.0
1506,She-Devil,1989,,,,1.0,0.0,0.0
1507,Lethal Weapon 2,1989,1.0,0.0,0.0,,,
1508,Crack USA: County under Siege,1989,1.0,0.0,0.0,,,
1509,A Dry White Season,1989,1.0,0.0,0.0,1.0,0.0,0.0
1510,"Fine Food, Fine Pastries, Open 6 to 9",1989,1.0,0.0,0.0,,,
1511,Do the Right Thing,1989,2.0,0.0,0.0,,,
1512,The War of The Roses,1989,,,,3.0,0.0,0.0
1513,Common Threads: Stories from the Quilt,1989,1.0,1.0,0.0,,,
1514,The Fabulous Baker Boys,1989,4.0,0.0,0.0,2.0,1.0,0.0
1515,Steel Magnolias,1989,1.0,0.0,0.0,2.0,1.0,0.0
1516,Chances Are,1989,1.0,0.0,0.0,1.0,0.0,0.0
1517,Amazon Diary,1989,1.0,0.0,0.0,,,
1518,Casualties of War,1989,,,,1.0,0.0,0.0
1519,The Abyss,1989,4.0,1.0,0.0,,,
1520,Camille Claudel,1989,2.0,0.0,0.0,,,
1521,Batman,1989,1.0,1.0,0.0,1.0,0.0,0.0
1522,Driving Miss Daisy,1989,9.0,4.0,1.0,3.0,3.0,1.0
1523,Bronx Cheers,1990,1.0,0.0,0.0,,,
1524,Burning Down Tomorrow,1990,1.0,0.0,0.0,,,
1525,The Hunt for Red October,1990,2.0,0.0,0.0,,,
1526,Avalon,1990,4.0,0.0,0.0,3.0,0.0,0.0
1527,"Austria, Robert Dornhelm",1990,,,,1.0,0.0,0.0
1528,The Grifters,1990,4.0,0.0,0.0,1.0,0.0,0.0
1529,Days of Waiting,1990,1.0,1.0,0.0,,,
1530,Reversal of Fortune,1990,3.0,1.0,0.0,4.0,1.0,0.0
1531,Dick Tracy,1990,7.0,3.0,0.0,3.0,0.0,0.0
1532,Young Guns II,1990,1.0,0.0,0.0,1.0,1.0,0.0
1533,Waldo Salt: A Screenwriter's Journey,1990,1.0,0.0,0.0,,,
1534,The Godfather Part III,1990,,,,7.0,0.0,0.0
1535,Awakenings,1990,3.0,0.0,0.0,1.0,0.0,0.0
1536,Mermaids,1990,,,,1.0,0.0,0.0
1537,"The Godfather, Part III",1990,7.0,0.0,0.0,,,
1538,Dear Rosie,1990,1.0,0.0,0.0,,,
1539,Building Bombs,1990,1.0,0.0,0.0,,,
1540,Open Doors,1990,1.0,0.0,0.0,,,
1541,Forever Activists: Stories from the Veterans of the Abraham Lincoln Brigade,1990,1.0,0.0,0.0,,,
1542,Postcards from the Edge,1990,2.0,0.0,0.0,,,
1543,The Field,1990,1.0,0.0,0.0,1.0,0.0,0.0
1544,"Germany, Michael Verhoeven",1990,,,,1.0,0.0,0.0
1545,Pretty Woman,1990,1.0,0.0,0.0,4.0,1.0,0.0
1546,Flatliners,1990,1.0,0.0,0.0,,,
1547,"Japan, Akira Kurosawa",1990,,,,1.0,0.0,0.0
1548,Days of Thunder,1990,1.0,0.0,0.0,,,
1549,Alice (1990),1990,,,,1.0,0.0,0.0
1550,GoodFellas,1990,,,,5.0,0.0,0.0
1551,Wild at Heart,1990,1.0,0.0,0.0,1.0,0.0,0.0
1552,American Dream,1990,1.0,1.0,0.0,,,
1553,Postcards From The Edge,1990,,,,3.0,0.0,0.0
1554,Cyrano de Bergerac,1990,5.0,1.0,0.0,,,
1555,Ghost,1990,5.0,2.0,0.0,4.0,1.0,0.0
1556,12:01 PM,1990,1.0,0.0,0.0,,,
1557,Senzeni Na? (What Have We Done?),1990,1.0,0.0,0.0,,,
1558,Green Card,1990,1.0,0.0,0.0,3.0,2.0,1.0
1559,Metropolitan,1990,1.0,0.0,0.0,,,
1560,Grasshoppers (Cavallette),1990,1.0,0.0,0.0,,,
1561,Dances With Wolves,1990,12.0,7.0,1.0,,,
1562,A Grand Day Out,1990,1.0,0.0,0.0,,,
1563,The Lunch Date,1990,1.0,1.0,0.0,,,
1564,Total Recall,1990,2.0,1.0,0.0,,,
1565,The Nasty Girl,1990,1.0,0.0,0.0,,,
1566,Q & A,1990,,,,1.0,0.0,0.0
1567,Henry & June,1990,1.0,0.0,0.0,,,
1568,Good Fellas,1990,6.0,1.0,0.0,,,
1569,Havana,1990,1.0,0.0,0.0,1.0,0.0,0.0
1570,Dances with Wolves,1990,,,,6.0,3.0,1.0
1571,Mr. & Mrs. Bridge,1990,1.0,0.0,0.0,1.0,0.0,0.0
1572,Rose Kennedy: A Life to Remember,1990,1.0,0.0,0.0,,,
1573,Hamlet,1990,2.0,0.0,0.0,,,
1574,Misery,1990,1.0,1.0,0.0,1.0,1.0,0.0
1575,Journey into Life: The World of the Unborn,1990,1.0,0.0,0.0,,,
1576,"United Soviet Socialist Republics, Pavel Lungin ",1990,,,,1.0,0.0,0.0
1577,The Sheltering Sky,1990,,,,2.0,1.0,0.0
1578,Home Alone,1990,2.0,0.0,0.0,2.0,0.0,0.0
1579,"France, Jean-Paul Rappeneau",1990,,,,1.0,1.0,0.0
1580,The Russia House,1990,,,,1.0,0.0,0.0
1581,Journey of Hope,1990,1.0,1.0,0.0,,,
1582,Creature Comforts,1990,1.0,1.0,0.0,,,
1583,Edward Scissorhands,1990,1.0,0.0,0.0,1.0,0.0,0.0
1584,Ju Dou,1990,1.0,0.0,0.0,,,
1585,Berkeley in the Sixties,1990,1.0,0.0,0.0,,,
1586,Longtime Companion,1990,1.0,0.0,0.0,1.0,1.0,0.0
1587,Chimps: So Like Us,1990,1.0,0.0,0.0,,,
1588,White Palace,1990,,,,1.0,0.0,0.0
1589,Alice,1990,1.0,0.0,0.0,,,
1590,Grand Canyon,1991,1.0,0.0,0.0,1.0,0.0,0.0
1591,Thelma & Louise,1991,5.0,1.0,0.0,3.0,1.0,0.0
1592,In the Shadow of the Stars,1991,1.0,1.0,0.0,,,
1593,The Fisher King,1991,5.0,1.0,0.0,4.0,1.0,0.0
1594,Birdnesters of Thailand (aka 'Shadow Hunters'),1991,1.0,0.0,0.0,,,
1595,Frankie & Johnny,1991,,,,1.0,0.0,0.0
1596,Children of Nature,1991,1.0,0.0,0.0,,,
1597,Wild by Law,1991,1.0,0.0,0.0,,,
1598,"France, Krzysztof Kieslowski",1991,,,,1.0,0.0,0.0
1599,Manipulation,1991,1.0,1.0,0.0,,,
1600,Strings,1991,1.0,0.0,0.0,,,
1601,Rush (1991),1991,,,,1.0,0.0,0.0
1602,Death on the Job,1991,1.0,0.0,0.0,,,
1603,Robin Hood: Prince of Thieves,1991,1.0,0.0,0.0,2.0,0.0,0.0
1604,"Spain, Pedro Almodóvar",1991,,,,1.0,0.0,0.0
1605,Terminator 2: Judgment Day,1991,5.0,3.0,0.0,,,
1606,Last Breeze of Summer,1991,1.0,0.0,0.0,,,
1607,Switch,1991,,,,1.0,0.0,0.0
1608,"France, Claude Chabrol",1991,,,,1.0,0.0,0.0
1609,The Commitments,1991,1.0,0.0,0.0,1.0,0.0,0.0
1610,Fried Green Tomatoes,1991,2.0,0.0,0.0,3.0,0.0,0.0
1611,Hook,1991,5.0,0.0,0.0,1.0,0.0,0.0
1612,Madame Bovary,1991,1.0,0.0,0.0,,,
1613,City Slickers,1991,1.0,1.0,0.0,3.0,1.0,0.0
1614,Rambling Rose,1991,2.0,0.0,0.0,2.0,0.0,0.0
1615,Raise the Red Lantern,1991,1.0,0.0,0.0,,,
1616,For The Boys,1991,,,,2.0,1.0,0.0
1617,"Deadly Deception: General Electric, Nuclear Weapons and Our Environment",1991,1.0,1.0,0.0,,,
1618,Blackfly,1991,1.0,0.0,0.0,,,
1619,For the Boys,1991,1.0,0.0,0.0,,,
1620,Session Man,1991,1.0,1.0,0.0,,,
1621,Birch Street Gym,1991,1.0,0.0,0.0,,,
1622,"France, Luc Besson",1991,,,,1.0,0.0,0.0
1623,The Elementary School,1991,1.0,0.0,0.0,,,
1624,The Addams Family,1991,1.0,0.0,0.0,1.0,0.0,0.0
1625,Cape Fear,1991,2.0,0.0,0.0,2.0,0.0,0.0
1626,Hear My Song,1991,,,,1.0,0.0,0.0
1627,Soapdish,1991,,,,1.0,0.0,0.0
1628,The Silence of the Lambs,1991,7.0,5.0,1.0,5.0,1.0,0.0
1629,Boyz N the Hood,1991,2.0,0.0,0.0,,,
1630,Doing Time: Life inside the Big House,1991,1.0,0.0,0.0,,,
1631,Star Trek VI The Undiscovered Country,1991,2.0,0.0,0.0,,,
1632,The Mark of the Maker,1991,1.0,0.0,0.0,,,
1633,Beauty and the Beast,1991,4.0,1.0,0.0,3.0,2.0,1.0
1634,"Germany, Agnieszka Holland",1991,,,,1.0,1.0,0.0
1635,Bugsy,1991,9.0,2.0,0.0,7.0,1.0,1.0
1636,"United Soviet Socialist Republics, Alexander Mitta ",1991,,,,1.0,0.0,0.0
1637,Europa Europa,1991,1.0,0.0,0.0,,,
1638,Dead Again,1991,,,,1.0,0.0,0.0
1639,Memorial: Letters from American Soldiers,1991,1.0,0.0,0.0,,,
1640,JFK,1991,8.0,2.0,0.0,4.0,1.0,0.0
1641,"American Tail, An : Fievel Goes West",1991,,,,1.0,0.0,0.0
1642,The Ox,1991,1.0,0.0,0.0,,,
1643,A Little Vicious,1991,1.0,0.0,0.0,,,
1644,Barton Fink,1991,3.0,0.0,0.0,1.0,0.0,0.0
1645,The Restless Conscience,1991,1.0,0.0,0.0,,,
1646,Mediterraneo,1991,1.0,1.0,0.0,,,
1647,Backdraft,1991,2.0,0.0,0.0,,,
1648,The Prince of Tides,1991,7.0,0.0,0.0,3.0,1.0,0.0
1649,Billy Bathgate,1991,,,,1.0,0.0,0.0
1650,At Play in the Fields of the Lord,1991,,,,1.0,0.0,0.0
1651,The Bodyguard,1992,1.0,0.0,0.0,,,
1652,"France, Alain Corneau",1992,,,,1.0,0.0,0.0
1653,Screen Play,1992,1.0,0.0,0.0,,,
1654,Toys,1992,2.0,0.0,0.0,,,
1655,The Lady in Waiting,1992,1.0,0.0,0.0,,,
1656,Hoffa,1992,2.0,0.0,0.0,1.0,0.0,0.0
1657,"Germany, Helmut Dietl",1992,,,,1.0,0.0,0.0
1658,The Lover,1992,1.0,0.0,0.0,,,
1659,Schtonk!,1992,1.0,0.0,0.0,,,
1660,My Cousin Vinny,1992,1.0,1.0,0.0,,,
1661,Glengarry Glen Ross,1992,1.0,0.0,0.0,1.0,0.0,0.0
1662,Music for the Movies: Bernard Herrmann,1992,1.0,0.0,0.0,,,
1663,The Colours of My Father: A Portrait of Sam Borenstein,1992,1.0,0.0,0.0,,,
1664,Contact,1992,1.0,0.0,0.0,,,
1665,A River Runs through It,1992,3.0,1.0,0.0,,,
1666,Close to Eden,1992,1.0,0.0,0.0,,,
1667,The Crying Game,1992,6.0,1.0,0.0,1.0,0.0,0.0
1668,Scent of a Woman,1992,4.0,1.0,0.0,4.0,3.0,1.0
1669,Death Becomes Her,1992,1.0,1.0,0.0,1.0,0.0,0.0
1670,Adam,1992,1.0,0.0,0.0,,,
1671,"France, Régis Wargnier",1992,,,,1.0,1.0,0.0
1672,Cruise Control,1992,1.0,0.0,0.0,,,
1673,Howards End,1992,9.0,3.0,0.0,4.0,1.0,0.0
1674,Honeymoon In Vegas,1992,,,,2.0,0.0,0.0
1675,Enchanted April,1992,3.0,0.0,0.0,3.0,2.0,0.0
1676,The Last of the Mohicans,1992,1.0,1.0,0.0,,,
1677,The Mambo Kings,1992,1.0,0.0,0.0,1.0,0.0,0.0
1678,Educating Peter,1992,1.0,1.0,0.0,,,
1679,Alien 3,1992,1.0,0.0,0.0,,,
1680,Malcolm X,1992,2.0,0.0,0.0,1.0,0.0,0.0
1681,Aladdin,1992,3.0,1.0,0.0,3.0,1.0,0.0
1682,Beyond Imagining: Margaret Anderson and the 'Little Review',1992,1.0,0.0,0.0,,,
1683,Omnibus,1992,1.0,1.0,0.0,,,
1684,A Place in the World,1992,1.0,0.0,0.0,,,
1685,Lorenzo's Oil,1992,2.0,0.0,0.0,1.0,0.0,0.0
1686,Husbands and Wives,1992,2.0,0.0,0.0,1.0,0.0,0.0
1687,Love Field,1992,1.0,0.0,0.0,1.0,0.0,0.0
1688,Fires of Kuwait,1992,1.0,0.0,0.0,,,
1689,1492: Conquest Of Paradise,1992,,,,1.0,0.0,0.0
1690,"Reci, Reci, Reci... (Words, Words, Words)",1992,1.0,0.0,0.0,,,
1691,Unforgiven,1992,9.0,4.0,1.0,4.0,2.0,0.0
1692,Basic Instinct,1992,2.0,0.0,0.0,2.0,0.0,0.0
1693,Passion Fish,1992,2.0,0.0,0.0,2.0,0.0,0.0
1694,Under Siege,1992,1.0,0.0,0.0,,,
1695,Chaplin,1992,3.0,0.0,0.0,3.0,0.0,0.0
1696,Damage,1992,1.0,0.0,0.0,1.0,0.0,0.0
1697,Batman Returns,1992,2.0,0.0,0.0,,,
1698,The Sandman,1992,1.0,0.0,0.0,,,
1699,Used People,1992,,,,2.0,0.0,0.0
1700,Sister Act,1992,,,,2.0,0.0,0.0
1701,Swan Song,1992,1.0,0.0,0.0,,,
1702,When Abortion Was Illegal: Untold Stories,1992,1.0,0.0,0.0,,,
1703,A Few Good Men,1992,4.0,0.0,0.0,5.0,0.0,0.0
1704,A River Runs Through It,1992,,,,1.0,0.0,0.0
1705,"Mexico, Alfonso Arau",1992,,,,1.0,0.0,0.0
1706,The Panama Deception,1992,1.0,1.0,0.0,,,
1707,Daens,1992,1.0,0.0,0.0,,,
1708,A League of Their Own,1992,,,,2.0,0.0,0.0
1709,Mr. Saturday Night,1992,1.0,0.0,0.0,2.0,0.0,0.0
1710,The Player,1992,3.0,0.0,0.0,4.0,2.0,1.0
1711,Mona Lisa Descending a Staircase,1992,1.0,1.0,0.0,,,
1712,The Last Of The Mohicans,1992,,,,1.0,0.0,0.0
1713,Bram Stoker's Dracula,1992,4.0,3.0,0.0,,,
1714,Bob Roberts,1992,,,,1.0,0.0,0.0
1715,"Russia, Nikita Mikhalkov",1992,,,,1.0,0.0,0.0
1716,At the Edge of Conquest: The Journey of Chief Wai-Wai,1992,1.0,0.0,0.0,,,
1717,Changing Our Minds: The Story of Dr. Evelyn Hooker,1992,1.0,0.0,0.0,,,
1718,Liberators: Fighting on Two Fronts in World War II,1992,1.0,0.0,0.0,,,
1719,Indochine,1992,2.0,1.0,0.0,,,
1720,Children of Fate,1993,1.0,0.0,0.0,,,
1721,What's Love Got To Do With It,1993,,,,1.0,1.0,0.0
1722,"Hong Kong, Chen Kaige",1993,,,,1.0,1.0,0.0
1723,Chicks in White Satin,1993,1.0,0.0,0.0,,,
