year_film,year_ceremony,category,name,film,winner
2016,2017,Production design,Production Design: Stuart Craig; Set Decoration: Anna Pinnock,Fantastic Beasts and Where to Find Them,False
2016,2017,Production design,Production Design: Jess Gonchor; Set Decoration: Nancy Haigh,"Hail, Caesar!",False
2016,2017,Production design,Production Design: David Wasco; Set Decoration: Sandy Reynolds-Wasco,La La Land,True
2016,2017,Production design,Production Design: Guy Hendrix Dyas; Set Decoration: Gene Serdena,Passengers,False
2016,2017,Short film animated,Theodore Ushev,Blind Vaysha,False
2016,2017,Short film animated,Andrew Coats and Lou Hamou-Lhadj,Borrowed Time,False
2016,2017,Short film animated,Robert Valley and Cara Speller,Pear Cider and Cigarettes,False
2016,2017,Short film animated,Patrick Osborne,Pearl,False
2016,2017,Short film animated,Alan Barillaro and Marc Sondheimer,Piper,True
2016,2017,Short film live action,Sélim Azzazi,Ennemis Intérieurs,False
2016,2017,Short film live action,Timo von Gunten and Giacun Caduff,La Femme et le TGV,False
2016,2017,Short film live action,Aske Bang and Kim Magnusson,Silent Nights,False
2016,2017,Short film live action,Kristof Deák and Anna Udvardy,Sing,True
2016,2017,Short film live action,Juanjo Giménez,Timecode,False
2016,2017,Sound effects,Sylvain Bellemare,Arrival,True
2016,2017,Sound effects,Wylie Stateman and Renée Tondelli,Deepwater Horizon,False
2016,2017,Sound effects,Robert Mackenzie and Andy Wright,Hacksaw Ridge,False
2016,2017,Sound effects,Ai-Ling Lee and Mildred Iatrou Morgan,La La Land,False
2016,2017,Sound effects,Alan Robert Murray and Bub Asman,Sully,False
2016,2017,Sound effects,Bernard Gariépy Strobl and Claude La Haye,Arrival,False
2016,2017,Sound effects,"Kevin O'Connell, Andy Wright, Robert Mackenzie and Peter Grace",Hacksaw Ridge,True
2016,2017,Sound effects,"Andy Nelson, Ai-Ling Lee and Steve A. Morrow",La La Land,False
2016,2017,Sound effects,"David Parker, Christopher Scarabosio and Stuart Wilson",Rogue One: A Star Wars Story,False
2016,2017,Sound effects,"Gary Summers, Jeffrey J. Haboush and Mac Ruth",13 Hours: The Secret Soldiers of Benghazi,False
2016,2017,Visual effects,"Craig Hammack, Jason Snell, Jason Billington and Burt Dalton",Deepwater Horizon,False
2016,2017,Visual effects,"Stephane Ceretti, Richard Bluff, Vincent Cirelli and Paul Corbould",Doctor Strange,False
2016,2017,Visual effects,"Robert Legato, Adam Valdez, Andrew R. Jones and Dan Lemmon",The Jungle Book,True
2016,2017,Visual effects,"Steve Emerson, Oliver Jones, Brian McLean and Brad Schiff",Kubo and the Two Strings,False
2016,2017,Visual effects,"John Knoll, Mohen Leo, Hal Hickel and Neil Corbould",Rogue One: A Star Wars Story,False
2016,2017,Adapted screenplay,Screenplay by Eric Heisserer,Arrival,False
2016,2017,Adapted screenplay,Screenplay by August Wilson,Fences,False
2016,2017,Adapted screenplay,Screenplay by Allison Schroeder and Theodore Melfi,Hidden Figures,False
2016,2017,Adapted screenplay,Screenplay by Luke Davies,Lion,False
2016,2017,Adapted screenplay,Screenplay by Barry Jenkins; Story by Tarell Alvin McCraney,Moonlight,True
2016,2017,Original screenplay,Written by Taylor Sheridan,Hell or High Water,False
2016,2017,Original screenplay,Written by Damien Chazelle,La La Land,False
2016,2017,Original screenplay,"Written by Yorgos Lanthimos, Efthimis Filippou",The Lobster,False
2016,2017,Original screenplay,Written by Kenneth Lonergan,Manchester by the Sea,True
2016,2017,Original screenplay,Written by Mike Mills,20th Century Women,False
2017,2018,Actor in a leading role,Timothée Chalamet,Call Me by Your Name,False
2017,2018,Actor in a leading role,Daniel Day-Lewis,Phantom Thread,False
2017,2018,Actor in a leading role,Daniel Kaluuya,Get Out,False
2017,2018,Actor in a leading role,Gary Oldman,Darkest Hour,True
2017,2018,Actor in a leading role,Denzel Washington,"Roman J. Israel, Esq.",False
2017,2018,Actor in a supporting role,Willem Dafoe,The Florida Project,False
2017,2018,Actor in a supporting role,Woody Harrelson,"Three Billboards outside Ebbing, Missouri",False
2017,2018,Actor in a supporting role,Richard Jenkins,The Shape of Water,False
2017,2018,Actor in a supporting role,Christopher Plummer,All the Money in the World,False
2017,2018,Actor in a supporting role,Sam Rockwell,"Three Billboards outside Ebbing, Missouri",True
2017,2018,Actress in a leading role,Sally Hawkins,The Shape of Water,False
2017,2018,Actress in a leading role,Frances McDormand,"Three Billboards outside Ebbing, Missouri",True
2017,2018,Actress in a leading role,Margot Robbie,"I, Tonya",False
2017,2018,Actress in a leading role,Saoirse Ronan,Lady Bird,False
2017,2018,Actress in a leading role,Meryl Streep,The Post,False
2017,2018,Actress in a supporting role,Mary J. Blige,Mudbound,False
2017,2018,Actress in a supporting role,Allison Janney,"I, Tonya",True
2017,2018,Actress in a supporting role,Lesley Manville,Phantom Thread,False
2017,2018,Actress in a supporting role,Laurie Metcalf,Lady Bird,False
2017,2018,Actress in a supporting role,Octavia Spencer,The Shape of Water,False
2017,2018,Animated feature film,Tom McGrath and Ramsey Naito,The Boss Baby,False
2017,2018,Animated feature film,Nora Twomey and Anthony Leo,The Breadwinner,False
2017,2018,Animated feature film,Lee Unkrich and Darla K. Anderson,Coco,True
2017,2018,Animated feature film,Carlos Saldanha and Lori Forte,Ferdinand,False
2017,2018,Animated feature film,"Dorota Kobiela, Hugh Welchman and Ivan Mactaggart",Loving Vincent,False
2017,2018,Cinematography,Roger A. Deakins,Blade Runner 2049,True
2017,2018,Cinematography,Bruno Delbonnel,Darkest Hour,False
2017,2018,Cinematography,Hoyte van Hoytema,Dunkirk,False
2017,2018,Cinematography,Rachel Morrison,Mudbound,False
2017,2018,Cinematography,Dan Laustsen,The Shape of Water,False
2017,2018,Costume design,Jacqueline Durran,Beauty and the Beast,False
2017,2018,Costume design,Jacqueline Durran,Darkest Hour,False
2017,2018,Costume design,Mark Bridges,Phantom Thread,True
2017,2018,Costume design,Luis Sequeira,The Shape of Water,False
2017,2018,Costume design,Consolata Boyle,Victoria & Abdul,False
2017,2018,Director,Christopher Nolan,Dunkirk,False
2017,2018,Director,Jordan Peele,Get Out,False
2017,2018,Director,Greta Gerwig,Lady Bird,False
2017,2018,Director,Paul Thomas Anderson,Phantom Thread,False
2017,2018,Director,Guillermo del Toro,The Shape of Water,True
2017,2018,Documentary feature,"Steve James, Mark Mitten and Julie Goldman",Abacus: Small Enough to Jail,False
2017,2018,Documentary feature,"Agnès Varda, JR and Rosalie Varda",Faces Places,False
2017,2018,Documentary feature,Bryan Fogel and Dan Cogan,Icarus,True
2017,2018,Documentary feature,"Feras Fayyad, Kareem Abeed and Søren Steen Jespersen",Last Men in Aleppo,False
2017,2018,Documentary feature,Yance Ford and Joslyn Barnes,Strong Island,False
2017,2018,Documentary short film,Laura Checkoway and Thomas Lee Wright,Edith+Eddie,False
2017,2018,Documentary short film,Frank Stiefel,Heaven Is a Traffic Jam on the 405,True
2017,2018,Documentary short film,Elaine McMillion Sheldon and Kerrin Sheldon,Heroin(e),False
2017,2018,Documentary short film,Thomas Lennon,Knife Skills,False
2017,2018,Documentary short film,Kate Davis and David Heilbroner,Traffic Stop,False
2017,2018,Film editing,Paul Machliss and Jonathan Amos,Baby Driver,False
2017,2018,Film editing,Lee Smith,Dunkirk,True
2017,2018,Film editing,Tatiana S. Riegel,"I, Tonya",False
2017,2018,Film editing,Sidney Wolinsky,The Shape of Water,False
2017,2018,Film editing,Jon Gregory,"Three Billboards outside Ebbing, Missouri",False
2017,2018,International feature film,Chile,A Fantastic Woman,True
2017,2018,International feature film,Lebanon,The Insult,False
2017,2018,International feature film,Russia,Loveless,False
2017,2018,International feature film,Hungary,On Body and Soul,False
2017,2018,International feature film,Sweden,The Square,False
2017,2018,Makeup and hairstyling,"Kazuhiro Tsuji, David Malinowski and Lucy Sibbick",Darkest Hour,True
2017,2018,Makeup and hairstyling,Daniel Phillips and Lou Sheppard,Victoria & Abdul,False
2017,2018,Makeup and hairstyling,Arjen Tuiten,Wonder,False
2017,2018,Original score,Hans Zimmer,Dunkirk,False
2017,2018,Original score,Jonny Greenwood,Phantom Thread,False
2017,2018,Original score,Alexandre Desplat,The Shape of Water,True
2017,2018,Original score,John Williams,Star Wars: The Last Jedi,False
2017,2018,Original score,Carter Burwell,"Three Billboards outside Ebbing, Missouri",False
2017,2018,Original song,"Music and Lyric by Mary J. Blige, Raphael Saadiq and Taura Stinson",Mudbound,False
2017,2018,Original song,Music and Lyric by Sufjan Stevens,Call Me by Your Name,False
2017,2018,Original song,Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,Coco,True
2017,2018,Original song,Music by Diane Warren; Lyric by Lonnie R. Lynn and Diane Warren,Marshall,False
2017,2018,Original song,Music and Lyric by Benj Pasek and Justin Paul,The Greatest Showman,False
2017,2018,Best picture,"Peter Spears, Luca Guadagnino, Emilie Georges and Marco Morabito, Producers",Call Me by Your Name,False
2017,2018,Best picture,"Tim Bevan, Eric Fellner, Lisa Bruce, Anthony McCarten and Douglas Urbanski, Producers",Darkest Hour,False
2017,2018,Best picture,"Emma Thomas and Christopher Nolan, Producers",Dunkirk,False
2017,2018,Best picture,"Sean McKittrick, Jason Blum, Edward H. Hamm Jr. and Jordan Peele, Producers",Get Out,False
2017,2018,Best picture,"Scott Rudin, Eli Bush and Evelyn O'Neill, Producers",Lady Bird,False
2017,2018,Best picture,"JoAnne Sellar, Paul Thomas Anderson, Megan Ellison and Daniel Lupi, Producers",Phantom Thread,False
2017,2018,Best picture,"Amy Pascal, Steven Spielberg and Kristie Macosko Krieger, Producers",The Post,False
2017,2018,Best picture,"Guillermo del Toro and J. Miles Dale, Producers",The Shape of Water,True
2017,2018,Best picture,"Graham Broadbent, Pete Czernin and Martin McDonagh, Producers","Three Billboards outside Ebbing, Missouri",False
2017,2018,Production design,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,Beauty and the Beast,False
2017,2018,Production design,Production Design: Dennis Gassner; Set Decoration: Alessandra Querzola,Blade Runner 2049,False
2017,2018,Production design,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,Darkest Hour,False
2017,2018,Production design,Production Design: Nathan Crowley; Set Decoration: Gary Fettis,Dunkirk,False
2017,2018,Production design,Production Design: Paul Denham Austerberry; Set Decoration: Shane Vieau and Jeffrey A. Melvin,The Shape of Water,True
2017,2018,Short film animated,Glen Keane and Kobe Bryant,Dear Basketball,True
2017,2018,Short film animated,Victor Caire and Gabriel Grapperon,Garden Party,False
2017,2018,Short film animated,Dave Mullins and Dana Murray,Lou,False
2017,2018,Short film animated,Max Porter and Ru Kuwahata,Negative Space,False
2017,2018,Short film animated,Jakob Schuh and Jan Lachauer,Revolting Rhymes,False
2017,2018,Short film live action,Reed Van Dyk,DeKalb Elementary,False
2017,2018,Short film live action,Derin Seale and Josh Lawson,The Eleven O'Clock,False
2017,2018,Short film live action,"Kevin Wilson, Jr.",My Nephew Emmett,False
2017,2018,Short film live action,Chris Overton and Rachel Shenton,The Silent Child,True
2017,2018,Short film live action,Katja Benrath and Tobias Rosen,Watu Wote/All of Us,False
2017,2018,Sound effects,Julian Slater,Baby Driver,False
2017,2018,Sound effects,Mark Mangini and Theo Green,Blade Runner 2049,False
2017,2018,Sound effects,Richard King and Alex Gibson,Dunkirk,True
2017,2018,Sound effects,Nathan Robitaille and Nelson Ferreira,The Shape of Water,False
2017,2018,Sound effects,Matthew Wood and Ren Klyce,Star Wars: The Last Jedi,False
2017,2018,Sound effects,"Julian Slater, Tim Cavagin and Mary H. Ellis",Baby Driver,False
2017,2018,Sound effects,"Ron Bartlett, Doug Hemphill and Mac Ruth",Blade Runner 2049,False
2017,2018,Sound effects,"Gregg Landaker, Gary A. Rizzo and Mark Weingarten",Dunkirk,True
2017,2018,Sound effects,"Christian Cooke, Brad Zoern and Glen Gauthier",The Shape of Water,False
2017,2018,Sound effects,"David Parker, Michael Semanick, Ren Klyce and Stuart Wilson",Star Wars: The Last Jedi,False
2017,2018,Visual effects,"John Nelson, Gerd Nefzer, Paul Lambert and Richard R. Hoover",Blade Runner 2049,True
2017,2018,Visual effects,"Christopher Townsend, Guy Williams, Jonathan Fawkner and Dan Sudick",Guardians of the Galaxy Vol. 2,False
2017,2018,Visual effects,"Stephen Rosenbaum, Jeff White, Scott Benza and Mike Meinardus",Kong: Skull Island,False
2017,2018,Visual effects,"Ben Morris, Mike Mulholland, Neal Scanlan and Chris Corbould",Star Wars: The Last Jedi,False
2017,2018,Visual effects,"Joe Letteri, Daniel Barrett, Dan Lemmon and Joel Whist",War for the Planet of the Apes,False
2017,2018,Adapted screenplay,Screenplay by James Ivory,Call Me by Your Name,True
2017,2018,Adapted screenplay,Screenplay by Scott Neustadter & Michael H. Weber,The Disaster Artist,False
2017,2018,Adapted screenplay,Screenplay by Scott Frank & James Mangold and Michael Green; Story by James Mangold,Logan,False
2017,2018,Adapted screenplay,Written for the screen by Aaron Sorkin,Molly's Game,False
2017,2018,Adapted screenplay,Screenplay by Virgil Williams and Dee Rees,Mudbound,False
2017,2018,Original screenplay,Written by Emily V. Gordon & Kumail Nanjiani,The Big Sick,False
2017,2018,Original screenplay,Written by Jordan Peele,Get Out,True
2017,2018,Original screenplay,Written by Greta Gerwig,Lady Bird,False
2017,2018,Original screenplay,Screenplay by Guillermo del Toro & Vanessa Taylor; Story by Guillermo del Toro,The Shape of Water,False
2017,2018,Original screenplay,Written by Martin McDonagh,"Three Billboards outside Ebbing, Missouri",False
2018,2019,Actor in a leading role,Christian Bale,Vice,False
2018,2019,Actor in a leading role,Bradley Cooper,A Star Is Born,False
2018,2019,Actor in a leading role,Willem Dafoe,At Eternity's Gate,False
2018,2019,Actor in a leading role,Rami Malek,Bohemian Rhapsody,True
2018,2019,Actor in a leading role,Viggo Mortensen,Green Book,False
2018,2019,Actor in a supporting role,Mahershala Ali,Green Book,True
2018,2019,Actor in a supporting role,Adam Driver,BlacKkKlansman,False
2018,2019,Actor in a supporting role,Sam Elliott,A Star Is Born,False
2018,2019,Actor in a supporting role,Richard E. Grant,Can You Ever Forgive Me?,False
2018,2019,Actor in a supporting role,Sam Rockwell,Vice,False
2018,2019,Actress in a leading role,Yalitza Aparicio,Roma,False
2018,2019,Actress in a leading role,Glenn Close,The Wife,False
2018,2019,Actress in a leading role,Olivia Colman,The Favourite,True
2018,2019,Actress in a leading role,Lady Gaga,A Star Is Born,False
2018,2019,Actress in a leading role,Melissa McCarthy,Can You Ever Forgive Me?,False
2018,2019,Actress in a supporting role,Amy Adams,Vice,False
2018,2019,Actress in a supporting role,Marina de Tavira,Roma,False
2018,2019,Actress in a supporting role,Regina King,If Beale Street Could Talk,True
2018,2019,Actress in a supporting role,Emma Stone,The Favourite,False
2018,2019,Actress in a supporting role,Rachel Weisz,The Favourite,False
2018,2019,Animated feature film,"Brad Bird, John Walker and Nicole Paradis Grindle",Incredibles 2,False
2018,2019,Animated feature film,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson",Isle of Dogs,False
2018,2019,Animated feature film,Mamoru Hosoda and Yuichiro Saito,Mirai,False
2018,2019,Animated feature film,"Rich Moore, Phil Johnston and Clark Spencer",Ralph Breaks the Internet,False
2018,2019,Animated feature film,"Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord and Christopher Miller",Spider-Man: Into the Spider-Verse,True
2018,2019,Cinematography,Lukasz Zal,Cold War,False
2018,2019,Cinematography,Robbie Ryan,The Favourite,False
2018,2019,Cinematography,Caleb Deschanel,Never Look Away,False
2018,2019,Cinematography,Alfonso Cuarón,Roma,True
2018,2019,Cinematography,Matthew Libatique,A Star Is Born,False
2018,2019,Costume design,Mary Zophres,The Ballad of Buster Scruggs,False
2018,2019,Costume design,Ruth Carter,Black Panther,True
2018,2019,Costume design,Sandy Powell,The Favourite,False
2018,2019,Costume design,Sandy Powell,Mary Poppins Returns,False
2018,2019,Costume design,Alexandra Byrne,Mary Queen of Scots,False
2018,2019,Director,Spike Lee,BlacKkKlansman,False
2018,2019,Director,Pawel Pawlikowski,Cold War,False
2018,2019,Director,Yorgos Lanthimos,The Favourite,False
2018,2019,Director,Alfonso Cuarón,Roma,True
2018,2019,Director,Adam McKay,Vice,False
2018,2019,Documentary feature,"Elizabeth Chai Vasarhelyi, Jimmy Chin, Evan Hayes and Shannon Dill",Free Solo,True
2018,2019,Documentary feature,"RaMell Ross, Joslyn Barnes and Su Kim","Hale County This Morning, This Evening",False
2018,2019,Documentary feature,Bing Liu and Diane Quon,Minding the Gap,False
2018,2019,Documentary feature,"Talal Derki, Ansgar Frerich, Eva Kemme and Tobias N. Siebert",Of Fathers and Sons,False
2018,2019,Documentary feature,Betsy West and Julie Cohen,RBG,False
2018,2019,Documentary short film,Ed Perkins and Jonathan Chinn,Black Sheep,False
2018,2019,Documentary short film,Rob Epstein and Jeffrey Friedman,End Game,False
2018,2019,Documentary short film,Skye Fitzgerald and Bryn Mooser,Lifeboat,False
2018,2019,Documentary short film,Marshall Curry,A Night at The Garden,False
2018,2019,Documentary short film,Rayka Zehtabchi and Melissa Berton,Period. End of Sentence.,True
2018,2019,Film editing,Barry Alexander Brown,BlacKkKlansman,False
2018,2019,Film editing,John Ottman,Bohemian Rhapsody,True
2018,2019,Film editing,Yorgos Mavropsaridis,The Favourite,False
2018,2019,Film editing,Patrick J. Don Vito,Green Book,False
2018,2019,Film editing,Hank Corwin,Vice,False
2018,2019,International feature film,Lebanon,Capernaum,False
2018,2019,International feature film,Poland,Cold War,False
2018,2019,International feature film,Germany,Never Look Away,False
2018,2019,International feature film,Mexico,Roma,True
2018,2019,International feature film,Japan,Shoplifters,False
2018,2019,Makeup and hairstyling,Göran Lundström and Pamela Goldammer,Border,False
2018,2019,Makeup and hairstyling,"Jenny Shircore, Marc Pilcher and Jessica Brooks",Mary Queen of Scots,False
2018,2019,Makeup and hairstyling,"Greg Cannom, Kate Biscoe and Patricia Dehaney",Vice,True
2018,2019,Original score,Ludwig Goransson,Black Panther,True
2018,2019,Original score,Terence Blanchard,BlacKkKlansman,False
2018,2019,Original score,Nicholas Britell,If Beale Street Could Talk,False
2018,2019,Original score,Alexandre Desplat,Isle of Dogs,False
2018,2019,Original score,Marc Shaiman,Mary Poppins Returns,False
2018,2019,Original song,"Music by Kendrick Lamar, Mark ""Sounwave"" Spears and Anthony ""Top Dawg"" Tiffith; Lyric by Kendrick Lamar, SZA and Anthony ""Top Dawg"" Tiffith",Black Panther,False
2018,2019,Original song,Music and Lyric by Diane Warren,RBG,False
2018,2019,Original song,Music by Marc Shaiman; Lyric by Scott Wittman and Marc Shaiman,Mary Poppins Returns,False
2018,2019,Original song,"Music and Lyric by Lady Gaga, Mark Ronson, Anthony Rossomando and Andrew Wyatt",A Star Is Born,True
2018,2019,Original song,Music and Lyric by Gillian Welch and David Rawlings,The Ballad of Buster Scruggs,False
2018,2019,Best picture,"Kevin Feige, Producer",Black Panther,False
2018,2019,Best picture,"Sean McKittrick, Jason Blum, Raymond Mansfield, Jordan Peele and Spike Lee, Producers",BlacKkKlansman,False
2018,2019,Best picture,"Graham King, Producer",Bohemian Rhapsody,False
2018,2019,Best picture,"Ceci Dempsey, Ed Guiney, Lee Magiday and Yorgos Lanthimos, Producers",The Favourite,False
2018,2019,Best picture,"Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga, Producers",Green Book,True
2018,2019,Best picture,"Gabriela Rodríguez and Alfonso Cuarón, Producers",Roma,False
2018,2019,Best picture,"Bill Gerber, Bradley Cooper and Lynette Howell Taylor, Producers",A Star Is Born,False
2018,2019,Best picture,"Dede Gardner, Jeremy Kleiner, Adam McKay and Kevin Messick, Producers",Vice,False
2018,2019,Production design,Production Design: Hannah Beachler; Set Decoration: Jay Hart,Black Panther,True
2018,2019,Production design,Production Design: Fiona Crombie; Set Decoration: Alice Felton,The Favourite,False
2018,2019,Production design,Production Design: Nathan Crowley; Set Decoration: Kathy Lucas,First Man,False
2018,2019,Production design,Production Design: John Myhre; Set Decoration: Gordon Sim,Mary Poppins Returns,False
2018,2019,Production design,Production Design: Eugenio Caballero; Set Decoration: Bárbara Enríquez,Roma,False
2018,2019,Short film animated,Alison Snowden and David Fine,Animal Behaviour,False
2018,2019,Short film animated,Domee Shi and Becky Neiman-Cobb,Bao,True
2018,2019,Short film animated,Louise Bagnall and Nuria González Blanco,Late Afternoon,False
2018,2019,Short film animated,Andrew Chesworth and Bobby Pontillas,One Small Step,False
2018,2019,Short film animated,Trevor Jimenez,Weekends,False
2018,2019,Short film live action,Vincent Lambe and Darren Mahon,Detainment,False
2018,2019,Short film live action,Jeremy Comte and Maria Gracia Turgeon,Fauve,False
2018,2019,Short film live action,Marianne Farley and Marie-Hélène Panisset,Marguerite,False
2018,2019,Short film live action,Rodrigo Sorogoyen and María del Puy Alvarado,Mother,False
2018,2019,Short film live action,Guy Nattiv and Jaime Ray Newman,Skin,True
2018,2019,Sound effects,Benjamin A. Burtt and Steve Boeddeker,Black Panther,False
2018,2019,Sound effects,John Warhurst and Nina Hartstone,Bohemian Rhapsody,True
2018,2019,Sound effects,Ai-Ling Lee and Mildred Iatrou Morgan,First Man,False
2018,2019,Sound effects,Ethan Van der Ryn and Erik Aadahl,A Quiet Place,False
2018,2019,Sound effects,Sergio Díaz and Skip Lievsay,Roma,False
2018,2019,Sound effects,"Steve Boeddeker, Brandon Proctor and Peter Devlin",Black Panther,False
2018,2019,Sound effects,"Paul Massey, Tim Cavagin and John Casali",Bohemian Rhapsody,True
2018,2019,Sound effects,"Jon Taylor, Frank A. Montaño, Ai-Ling Lee and Mary H. Ellis",First Man,False
2018,2019,Sound effects,"Skip Lievsay, Craig Henighan and José Antonio García",Roma,False
2018,2019,Sound effects,"Tom Ozanich, Dean Zupancic, Jason Ruder and Steve Morrow",A Star Is Born,False
2018,2019,Visual effects,"Dan DeLeeuw, Kelly Port, Russell Earl and Dan Sudick",Avengers: Infinity War,False
2018,2019,Visual effects,"Christopher Lawrence, Michael Eames, Theo Jones and Chris Corbould",Christopher Robin,False
2018,2019,Visual effects,"Paul Lambert, Ian Hunter, Tristan Myles and J.D. Schwalm",First Man,True
2018,2019,Visual effects,"Roger Guyett, Grady Cofer, Matthew E. Butler and David Shirk",Ready Player One,False
2018,2019,Visual effects,"Rob Bredow, Patrick Tubach, Neal Scanlan and Dominic Tuohy",Solo: A Star Wars Story,False
2018,2019,Adapted screenplay,Written by Joel Coen & Ethan Coen,The Ballad of Buster Scruggs,False
2018,2019,Adapted screenplay,Written by Charlie Wachtel & David Rabinowitz and Kevin Willmott & Spike Lee,BlacKkKlansman,True
2018,2019,Adapted screenplay,Screenplay by Nicole Holofcener and Jeff Whitty,Can You Ever Forgive Me?,False
2018,2019,Adapted screenplay,Written for the screen by Barry Jenkins,If Beale Street Could Talk,False
2018,2019,Adapted screenplay,Screenplay by Eric Roth and Bradley Cooper & Will Fetters,A Star Is Born,False
2018,2019,Original screenplay,Written by Deborah Davis and Tony McNamara,The Favourite,False
2018,2019,Original screenplay,Written by Paul Schrader,First Reformed,False
2018,2019,Original screenplay,"Written by Nick Vallelonga, Brian Currie, Peter Farrelly",Green Book,True
2018,2019,Original screenplay,Written by Alfonso Cuarón,Roma,False
2018,2019,Original screenplay,Written by Adam McKay,Vice,False
2019,2020,Actor in a leading role,Antonio Banderas,Pain and Glory,False
2019,2020,Actor in a leading role,Leonardo DiCaprio,Once upon a Time...in Hollywood,False
2019,2020,Actor in a leading role,Adam Driver,Marriage Story,False
2019,2020,Actor in a leading role,Joaquin Phoenix,Joker,True
2019,2020,Actor in a leading role,Jonathan Pryce,The Two Popes,False
2019,2020,Actor in a supporting role,Tom Hanks,A Beautiful Day in the Neighborhood,False
2019,2020,Actor in a supporting role,Anthony Hopkins,The Two Popes,False
2019,2020,Actor in a supporting role,Al Pacino,The Irishman,False
2019,2020,Actor in a supporting role,Joe Pesci,The Irishman,False
2019,2020,Actor in a supporting role,Brad Pitt,Once upon a Time...in Hollywood,True
2019,2020,Actress in a leading role,Cynthia Erivo,Harriet,False
2019,2020,Actress in a leading role,Scarlett Johansson,Marriage Story,False
2019,2020,Actress in a leading role,Saoirse Ronan,Little Women,False
2019,2020,Actress in a leading role,Charlize Theron,Bombshell,False
2019,2020,Actress in a leading role,Renée Zellweger,Judy,True
2019,2020,Actress in a supporting role,Kathy Bates,Richard Jewell,False
2019,2020,Actress in a supporting role,Laura Dern,Marriage Story,True
2019,2020,Actress in a supporting role,Scarlett Johansson,Jojo Rabbit,False
2019,2020,Actress in a supporting role,Florence Pugh,Little Women,False
2019,2020,Actress in a supporting role,Margot Robbie,Bombshell,False
2019,2020,Animated feature film,"Dean DeBlois, Bradford Lewis and Bonnie Arnold",How to Train Your Dragon: The Hidden World,False
2019,2020,Animated feature film,Jérémy Clapin and Marc du Pontavice,I Lost My Body,False
2019,2020,Animated feature film,"Sergio Pablos, Jinko Gotoh and Marisa Román",Klaus,False
2019,2020,Animated feature film,"Chris Butler, Arianne Sutner and Travis Knight",Missing Link,False
2019,2020,Animated feature film,"Josh Cooley, Mark Nielsen and Jonas Rivera",Toy Story 4,True
2019,2020,Cinematography,Rodrigo Prieto,The Irishman,False
2019,2020,Cinematography,Lawrence Sher,Joker,False
2019,2020,Cinematography,Jarin Blaschke,The Lighthouse,False
2019,2020,Cinematography,Roger Deakins,1917,True
2019,2020,Cinematography,Robert Richardson,Once upon a Time...in Hollywood,False
2019,2020,Costume design,Sandy Powell and Christopher Peterson,The Irishman,False
2019,2020,Costume design,Mayes C. Rubeo,Jojo Rabbit,False
2019,2020,Costume design,Mark Bridges,Joker,False
2019,2020,Costume design,Jacqueline Durran,Little Women,True
2019,2020,Costume design,Arianne Phillips,Once upon a Time...in Hollywood,False
2019,2020,Director,Martin Scorsese,The Irishman,False
2019,2020,Director,Todd Phillips,Joker,False
2019,2020,Director,Sam Mendes,1917,False
2019,2020,Director,Quentin Tarantino,Once upon a Time...in Hollywood,False
2019,2020,Director,Bong Joon Ho,Parasite,True
2019,2020,Documentary feature,"Steven Bognar, Julia Reichert and Jeff Reichert",American Factory,True
2019,2020,Documentary feature,"Feras Fayyad, Kirstine Barfod and Sigrid Dyekjær",The Cave,False
2019,2020,Documentary feature,"Petra Costa, Joanna Natasegara, Shane Boris and Tiago Pavan",The Edge of Democracy,False
2019,2020,Documentary feature,Waad al-Kateab and Edward Watts,For Sama,False
2019,2020,Documentary feature,"Ljubo Stefanov, Tamara Kotevska and Atanas Georgiev",Honeyland,False
2019,2020,Documentary short film,Yi Seung-Jun and Gary Byung-Seok Kam,In the Absence,False
2019,2020,Documentary short film,Carol Dysinger and Elena Andreicheva,Learning to Skateboard in a Warzone (If You're a Girl),True
2019,2020,Documentary short film,John Haptas and Kristine Samuelson,Life Overtakes Me,False
2019,2020,Documentary short film,Smriti Mundhra and Sami Khan,St. Louis Superman,False
2019,2020,Documentary short film,Laura Nix and Colette Sandstedt,Walk Run Cha-Cha,False
2019,2020,Film editing,Michael McCusker and Andrew Buckland,Ford v Ferrari,True
2019,2020,Film editing,Thelma Schoonmaker,The Irishman,False
2019,2020,Film editing,Tom Eagles,Jojo Rabbit,False
2019,2020,Film editing,Jeff Groth,Joker,False
2019,2020,Film editing,Yang Jinmo,Parasite,False
2019,2020,International feature film,Poland,Corpus Christi,False
2019,2020,International feature film,North Macedonia,Honeyland,False
2019,2020,International feature film,France,Les Misérables,False
2019,2020,International feature film,Spain,Pain and Glory,False
2019,2020,International feature film,South Korea,Parasite,True
2019,2020,Makeup and hairstyling,"Kazu Hiro, Anne Morgan and Vivian Baker",Bombshell,True
2019,2020,Makeup and hairstyling,Nicki Ledermann and Kay Georgiou,Joker,False
2019,2020,Makeup and hairstyling,Jeremy Woodhead,Judy,False
2019,2020,Makeup and hairstyling,"Paul Gooch, Arjen Tuiten and David White",Maleficent: Mistress of Evil,False
