film,year_film,Total oscars nominations,Total oscars won,Oscars main categories nominations,Oscars main categories won,Oscars best picture,G.G. nominations,G.G. won,G.G. main categories nominations,G.G. main categories won,G.G. best motion picture,TMDb Score
Rider on the Rain,1970,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.4
Something for Everyone,1970,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.7
The Walking Major,1970,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
The Virgin and the Gypsy,1970,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
The Out-of-Towners,1970,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.765
The Owl and The Pussycat,1970,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.245
The Landlord,1970,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.476
A Long Way from Nowhere,1970,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Molly Maguires,1970,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
Ryan's Daughter,1970,4.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,7.097
Paix Sur Les Champs,1970,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8
Diary of a Mad Housewife,1970,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,6.2
Let It Be,1970,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.538
The Gifts,1970,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interviews with My Lai Veterans,1970,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Hoa-Binh,1970,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
Darling Lili,1970,3.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,5.6
Investigation of a Citizen above Suspicion,1970,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.202
Scrooge,1970,4.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,7.377
I Never Sang For My Father,1970,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.7
The Great White Hope,1970,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.981
The Andromeda Strain,1971,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.1
Evolution,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.068
Dodes'ka-Den,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14
Summer of '42,1971,4.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,6.701
Shaft,1971,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,5.998
Claire's Knee,1971,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.338
Bless the Beasts & Children,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8
Sunday Bloody Sunday,1971,4.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,6.6
Friends (Foreign Language Film),1971,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Straw Dogs,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.15
Sentinels of Silence,1971,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Going Home,1971,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.1
The Numbers Start with the River,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
On Any Sunday,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
Harold and Maude,1971,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.59
The Last Picture Show,1971,6.0,1.0,4.0,1.0,0.0,4.0,1.0,4.0,1.0,0.0,7.629
The French Connection,1971,8.0,5.0,4.0,3.0,1.0,4.0,3.0,3.0,3.0,1.0,7.5
Honky,1971,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.8
Good Morning,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.709
Tchaikovsky,1971,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.5
The Garden of the Finzi Continis,1971,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.913
The Policeman,1971,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Fiddler on the Roof,1971,8.0,3.0,4.0,0.0,0.0,4.0,2.0,4.0,2.0,1.0,7.684
The Emigrants,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
The Hospital,1971,2.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,6.557
Death in Venice,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.281
Somebody Waiting,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
When Dinosaurs Ruled the Earth,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.151
Sometimes a Great Notion,1971,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.875
What's the Matter with Helen?,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.892
Willy Wonka and the Chocolate Factory,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59
Nicholas and Alexandra,1971,6.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.9
Klute,1971,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,6.767
The Selfish Giant,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.268
Carnal Knowledge,1971,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,6.668
The Crunch Bird,1971,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.143
The Conformist,1971,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.7
Diamonds Are Forever,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.395
"$1,000,000 Duck",1971,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.6
Kotch,1971,4.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,6.5
The Go-Between,1971,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.808
A New Leaf,1971,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.2
The Boy Friend,1971,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,6.6
McCabe & Mrs. Miller,1971,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
"Mary, Queen of Scots",1971,5.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,5.0
Investigation of a Citizen above Suspicion,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.202
The Hellstrom Chronicle,1971,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
Who Is Harry Kellerman and Why Is He Saying Those Terrible Things about Me?,1971,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4
The RA Expeditions,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.867
The Rehearsal,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4
The Sorrow and the Pity,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.576
Such Good Friends,1971,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.9
Adventures in Perception,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willy Wonka & The Chocolate Factory,1971,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.499
The African Elephant,1971,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Le Mans,1971,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.8
Art Is...,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Red Tent,1971,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.953
Long Ago Tomorrow,1971,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.531
Star Spangled Girl,1971,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.2
Plaza Suite,1971,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.013
A Clockwork Orange,1971,4.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,8.209
Alaska Wilderness Lake,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Play Misty for Me,1971,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.6
Bedknobs and Broomsticks,1971,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.033
To Die of Love,1971,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.643
A Christmas Carol,1972,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.054
The Stepmother,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
The Silent Revolution,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.363
The Candidate,1972,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.525
The Dawns Here Are Quiet,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.831
The Hot Rock,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
Pete 'n' Tillie,1972,2.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,5.6
Norman Rockwell's World...An American Dream,1972,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
Elvis on Tour,1972,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.02
Sapporo Winter Olympics,1972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.7
Frog Story,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
The Ruling Class,1972,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.54
Kansas City Bomber,1972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.071
Sleuth,1972,3.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.236
The New Land,1972,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.8
Sounder,1972,4.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.381
The Getaway,1972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.691
Molly and Lawless John,1972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
Selling Out,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Effect of Gamma Rays on Man-In-The-Moon Marigolds,1972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.3
Avanti!,1972,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,1.0,0.0,7.0
The Little Ark,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
The Life and Times of Judge Roy Bean,1972,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.605
Fat City,1972,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.085
Mirage,1972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.974
Hundertwasser's Rainy Day,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1
The Poseidon Adventure,1972,9.0,2.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,7.09
Cries and Whispers,1972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.9
Russia,1972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.2
I Love You Rosa,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deliverance,1972,3.0,0.0,2.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,7.317
Butterflies Are Free,1972,3.0,1.0,1.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,6.757
Play It as It Lays,1972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.053
Solo,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.399
The Emigrants,1972,4.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,7.5
1776,1972,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0
Marjoe,1972,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.571
Living Free,1972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.8
"X, Y & Zee",1972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.69
Walls of Fire,1972,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0
Ape and Super-Ape,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Young Winston,1972,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.128
Manson,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.935
Man of La Mancha,1972,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
Malcolm X,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
 Roma (1972),1972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Lady Sings the Blues,1972,5.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.9
One Is a Lonely Number,1972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0
Ben,1972,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.89
Tup Tup,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75
Travels with My Aunt,1972,4.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,5.767
Frenzy,1972,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,7.101
Limelight,1972,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
The Godfather,1972,9.0,3.0,4.0,2.0,1.0,6.0,4.0,4.0,2.0,1.0,8.708
The Tide of Traffic,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Images,1972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.878
Napoleon and Samantha,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.069
This Tiny World,1972,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3
Cabaret,1972,10.0,8.0,4.0,3.0,0.0,7.0,3.0,5.0,3.0,1.0,7.4
The Heartbreak Kid,1972,2.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,5.717
images,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.878
My Dearest Señorita,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.574
K-Z,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.735
Kama Sutra Rides Again,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4
Murmur of the Heart,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.163
The Discreet Charm of the Bourgeoisie,1972,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.527
"Summer Wishes, Winter Dreams",1973,2.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,5.6
A Touch of Class,1973,5.0,1.0,2.0,1.0,0.0,5.0,2.0,3.0,2.0,0.0,6.19
Love,1973,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.444
Background,1973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8
The Great American Cowboy,1973,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
American Graffiti,1973,5.0,0.0,3.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,7.03
Children at Work (Paisti Ag Obair),1973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Day of the Jackal,1973,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,7.498
The Legend of John Henry,1973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
Brother Sun Sister Moon,1973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.952
Ash Wednesday,1973,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.5
The Bolero,1973,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
Always a New Beginning,1973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40 Carats,1973,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.4
O Lucky Man!,1973,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.77
The House on Chelouche Street,1973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8
A Delicate Balance,1973,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.8
Frank Film,1973,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.741
Kazablan,1973,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0
Four Stones for Kanemitsu,1973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
The Day of the Dolphin,1973,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.852
The Exorcist,1973,10.0,2.0,5.0,0.0,0.0,6.0,4.0,5.0,3.0,1.0,7.721
The Last Detail,1973,3.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.023
Tom Sawyer,1973,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,5.8
Breezy,1973,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.9
Clockmaker,1973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.222
The Sting,1973,10.0,7.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0
Day for Night,1973,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.8
Jesus Christ Superstar,1973,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,7.0
Visions of Eight,1973,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.1
"France, Constantin Costa-Gavras",1973,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Jonathan Livingston Seagull,1973,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0
"France, François Truffaut",1973,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Journey to the Outer Limits,1973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2
Wattstax,1973,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.154
Paper Moon,1973,3.0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,7.9
"West Germany, Maximilian Schell",1973,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Not available
The Way We Were,1973,6.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,6.925
L'Invitation,1973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.133
"Israel, Menahem Golan",1973,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Ludwig,1973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.445
Last Tango in Paris,1973,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.986
Live and Let Die,1973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.493
Battle of Berlin,1973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Life Times Nine,1973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Cries and Whispers,1973,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9
Oklahoma Crude,1973,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.2
Turkish Delight,1973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97
Papillon,1973,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.847
Charley and The Angel,1973,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.5
Pulcinella,1973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serpico,1973,2.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,7.5
Bang the Drum Slowly,1973,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.067
The Pedestrian,1973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cinderella Liberty,1973,3.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,6.935
The Paper Chase,1973,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6.763
Robin Hood,1973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.294
Save the Tiger,1973,3.0,1.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,6.6
Princeton: A Search for Answers,1973,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8
The Movies That Made Us,1973,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
"Italy, Pietro Germi",1973,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Christo's Valley Curtain,1973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
Walls of Fire,1973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
The Second Gun,1973,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Electra Glide In Blue,1973,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.858
Earthquake,1974,5.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.097
Thunderbolt and Lightfoot,1974,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.718
Scenes From a Marriage,1974,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.174
Cats' Play,1974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.667
Antonia: A Portrait of the Woman,1974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
The Godfather Part II,1974,9.0,5.0,5.0,2.0,1.0,5.0,0.0,3.0,0.0,0.0,8.592
The Wild and the Brave,1974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
The Great Gatsby,1974,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,7.374
Climb,1974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
The Violin,1974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daisy Miller,1974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.976
Amarcord,1974,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.914
The Island at the Top of the World,1974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.451
Closed Mondays,1974,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2
Mame,1974,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.019
Chinatown,1974,11.0,1.0,4.0,0.0,0.0,7.0,4.0,5.0,3.0,1.0,7.916
Day for Night,1974,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8
Voyage to Next,1974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Claudine,1974,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,7.196
Don't,1974,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.396
The Little Prince,1974,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,7.609
The Towering Inferno,1974,8.0,3.0,2.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,7.029
The Truce,1974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162
Exploratorium,1974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8
The Longest Yard,1974,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,6.6
City Out of Wilderness,1974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Winnie the Pooh and Tigger Too,1974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
I am a Dancer,1974,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
Alice Doesn't Live Here Anymore,1974,3.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,7.0
