film,year_film,Total oscars nominations,Total oscars won,Oscars main categories nominations,Oscars main categories won,Oscars best picture,G.G. nominations,G.G. won,G.G. main categories nominations,G.G. main categories won,G.G. best motion picture,TMDb Score
"Hail, Caesar!",2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.913
Arrival,2016,7.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.594
Zootopia,2016,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.7
Blind Vaysha,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.017
"France, Houda Benyamina",2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Rogue One: A Star Wars Story,2016,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.489
Captain Fantastic,2016,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.913
"Chile, Pablo Larraín",2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Moana,2016,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
The Lobster,2016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.042
La La Land,2016,12.0,5.0,4.0,2.0,0.0,7.0,7.0,4.0,4.0,1.0,7.9
Deepwater Horizon,2016,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.864
Elle,2016,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6.7
Manchester by the Sea,2016,6.0,2.0,5.0,1.0,0.0,5.0,1.0,4.0,1.0,0.0,7.545
Kubo and the Two Strings,2016,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.6
War Dogs,2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.906
4.1 Miles,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Land of Mine,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.811
20th Century Women,2016,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.347
Ennemis Intérieurs,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
Loving,2016,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.697
The Jungle Book,2016,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.863
13th,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.939
La Femme et le TGV,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
Moonlight,2016,8.0,3.0,4.0,2.0,1.0,6.0,1.0,4.0,1.0,1.0,7.4
The Salesman,2016,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
"Iran, Asghar Farhadi ",2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Doctor Strange,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.425
My Life as a Zucchini,2016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.801
13 Hours: The Secret Soldiers of Benghazi,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.275
"Life, Animated",2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
Lion,2016,6.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,8.079
Deadpool,2016,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.608
Borrowed Time,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.319
"Boss Baby, The ",2017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.409
Garden Party,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
The Breadwinner,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.855
The Shape of Water,2017,12.0,4.0,5.0,2.0,1.0,7.0,2.0,5.0,1.0,0.0,7.248
Traffic Stop,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1
"Roman J. Israel, Esq.",2017,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.32
Watu Wote/All of Us,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
Revolting Rhymes,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
"Sweden, Ruben Östlund",2017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Logan,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818
"Germany, Fatih Akin",2017,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Not available
"I, Tonya",2017,3.0,1.0,2.0,1.0,0.0,3.0,1.0,3.0,1.0,0.0,7.5
Icarus,2017,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.686
"Florida Project, The ",2017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.409
My Nephew Emmett,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
"Chile, Sebastián Lelio",2017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
The Silent Child,2017,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.194
"Russia, Andrey Zvyagintsev ",2017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Lady Bird,2017,5.0,0.0,4.0,0.0,0.0,4.0,2.0,3.0,2.0,1.0,7.3
Edith+Eddie,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3
The Boss Baby,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.409
Guardians of the Galaxy Vol. 2,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.621
The Post,2017,2.0,0.0,2.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,7.0
Beauty and the Beast,2017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7
Heaven Is a Traffic Jam on the 405,2017,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.188
Coco,2017,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,8.214
Lou,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.553
Loveless,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3
Last Men in Aleppo,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.937
Loving Vincent,2017,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.014
Wonder,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.145
Victoria & Abdul,2017,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.779
"Cambodia, Angelina Jolie",2017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Dunkirk,2017,7.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,7.455
Call Me By Your Name,2017,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,8.2
Dear Basketball,2017,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.314
Heroin(e),2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.017
Strong Island,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.335
The Big Sick,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.345
"Breadwinner, The ",2017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.855
Get Out,2017,4.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.6
All the Money in the World,2017,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.479
The Insult,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.482
Star Wars: The Last Jedi,2017,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.812
The Square,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.768
On Body and Soul,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.231
Kong: Skull Island,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.521
Knife Skills,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
A Fantastic Woman,2017,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1
The Greatest Showman,2017,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,7.903
The Florida Project,2017,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.409
All The Money In The World,2017,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,6.479
Faces Places,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.674
Ferdinand,2017,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.221
Darkest Hour,2017,6.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,7.4
Downsizing,2017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.3
Molly's Game,2017,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.147
War for the Planet of the Apes,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
"Three Billboards outside Ebbing, Missouri",2017,6.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1
Battle of the Sexes,2017,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.8
"Leisure Seeker, The ",2017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.081
"Three Billboards Outside Ebbing, Missouri",2017,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,3.0,1.0,8.1
"Disaster Artist, The ",2017,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,7.111
Mudbound,2017,4.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.4
Phantom Thread,2017,6.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.3
Blade Runner 2049,2017,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.552
Baby Driver,2017,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.4
Negative Space,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.418
The Star,2017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.314
The Disaster Artist,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.111
The Eleven O'Clock,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
Abacus: Small Enough to Jail,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.796
Call Me by Your Name,2017,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2
DeKalb Elementary,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Marshall,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.257
Late Afternoon,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.431
The Old Man & the Gun,2018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.423
Lifeboat,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4
Solo: A Star Wars Story,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.562
"Belgium, Lukas Dhont",2018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
A Night at The Garden,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
Border,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.369
Spider-Man: Into the Spider-Verse,2018,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.405
Weekends,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
Of Fathers and Sons,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Never Look Away,2018,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79
Bohemian Rhapsody,2018,4.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,7.991
Destroyer,2018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.882
Beautiful Boy,2018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.554
Mother,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.971
Shoplifters,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.865
Tully,2018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.793
Marguerite,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.407
Capernaum,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.17
Ralph Breaks the Internet,2018,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.196
Ready Player One,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.602
Crazy Rich Asians,2018,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.077
Can You Ever Forgive Me?,2018,3.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.814
Incredibles 2,2018,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.475
Roma,2018,9.0,3.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,7.251
Period. End of Sentence.,2018,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9
Mary Poppins Returns,2018,4.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,6.503
Black Sheep,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.769
Mary Queen of Scots,2018,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.577
A Star Is Born,2018,8.0,1.0,4.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,7.501
A Private War,2018,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.8
Boy Erased,2018,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.021
Eighth Grade,2018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.2
Minding the Gap,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.723
Stan & Ollie,2018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.527
Mirai,2018,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.168
Dumplin',2018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.799
Black Panther,2018,6.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,7.386
If Beale Street Could Talk,2018,3.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,6.951
One Small Step,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.619
A Quiet Place,2018,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.4
Isle of Dogs,2018,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.8
Skin,2018,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
RBG,2018,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.484
BlacKkKlansman,2018,6.0,1.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,7.5
First Reformed,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.011
End Game,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4
First Man,2018,3.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,7.0
"Germany, Florian Henckel von Donnersmarck",2018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
At Eternity's Gate,2018,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.925
Cold War,2018,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
Free Solo,2018,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.916
Green Book,2018,5.0,3.0,3.0,2.0,1.0,5.0,3.0,4.0,2.0,1.0,8.242
The Favourite,2018,9.0,1.0,4.0,1.0,0.0,4.0,1.0,3.0,1.0,0.0,7.523
"Lebanon, Nadine Labaki",2018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Animal Behaviour,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.339
"Japan, Hirokazu Koreeda",2018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Avengers: Infinity War,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.251
Detainment,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.648
The Ballad of Buster Scruggs,2018,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.143
"Mexico, Alfonso Cuarón",2018,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Not available
Fauve,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.596
Vice,2018,8.0,1.0,5.0,0.0,0.0,6.0,1.0,5.0,1.0,0.0,7.045
Christopher Robin,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3
Bao,2018,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.573
"Hale County This Morning, This Evening",2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.927
The Wife,2018,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7.1
For Sama,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.253
Ford v Ferrari,2019,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.006
Ad Astra,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1
Dcera (Daughter),2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
Knives Out,2019,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,7.846
A Beautiful Day in the Neighborhood,2019,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.993
The Cave,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.352
Bombshell,2019,3.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.801
Toy Story 4,2019,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.509
Frozen II,2019,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.262
Rocketman,2019,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,7.325
Marriage Story,2019,6.0,1.0,4.0,1.0,0.0,6.0,1.0,4.0,1.0,0.0,7.746
The Lion King,2019,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.118
Booksmart,2019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.047
Richard Jewell,2019,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.426
I Lost My Body,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.494
Once Upon a Time...in Hollywood,2019,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,2.0,1.0,7.44
Corpus Christi,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.661
The Lighthouse,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.514
Star Wars: The Rise of Skywalker,2019,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.348
The Edge of Democracy,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.689
Jojo Rabbit,2019,6.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,8.03
Joker,2019,10.0,2.0,3.0,1.0,0.0,4.0,2.0,3.0,1.0,0.0,8.165
Nefta Football Club,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
Judy,2019,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6.723
Once upon a Time...in Hollywood,2019,9.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.44
Avengers: Endgame,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.258
Dolemite Is My Name,2019,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.002
Brotherhood,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.006
Pain and Glory,2019,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.411
The Two Popes,2019,3.0,0.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,7.506
The Irishman,2019,9.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,7.612
Parasite,2019,6.0,4.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,4.75
Late Night,2019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.433
Motherless Brooklyn,2019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.71
A Sister,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.964
Breakthrough,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.629
Les Misérables,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.333
The Farewell,2019,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7.434
How to Train Your Dragon: The Hidden World,2019,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.752
Kitbull,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.956
"USA, Lulu Wang",2019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Missing Link,2019,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.985
Klaus,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.254
In the Absence,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8
Maleficent: Mistress of Evil,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.316
Memorable,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.223
Sister,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
Walk Run Cha-Cha,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6
Hair Love,2019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.63
St. Louis Superman,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
Life Overtakes Me,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
Harriet,2019,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.342
Cats,2019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.1
Little Women,2019,6.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.895
Learning to Skateboard in a Warzone (If You're a Girl),2019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.276
"France, Ladj Ly",2019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
American Factory,2019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.168
1917,2019,9.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,7.992
"South Korea, Bong Joon Ho",2019,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Not available
"Where'd You Go, Bernadette",2019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.637
"Spain, Pedro Almodóvar",2019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
"France, Céline Sciamma",2019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
The Report,2019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.043
Honeyland,2019,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
Hustlers,2019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.48
Saria,2019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
The Neighbors' Window,2019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.981
Hunger Ward,2020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8
Atticus Ross,2020,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Not available
Opera,2020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.804
Mulan,2020,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9
Soul,2020,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.14
