year_film,year_award,Golden Globes nominations,nominee,film,Golden Globes winner
2009,2010,Best screenplay - motion picture,"Jason Reitman, Sheldon Turner",Up In The Air,True
2009,2010,Best screenplay - motion picture,"Neill Blomkamp, Terri Tatchell",District 9,False
2009,2010,Best screenplay - motion picture,Mark Boal,"Hurt Locker, The",False
2009,2010,Best screenplay - motion picture,Nancy Meyers,It's Complicated,False
2009,2010,Best screenplay - motion picture,Quentin Tarantino,Inglourious Basterds,False
2009,2010,Best motion picture - animated,Up,Up,True
2009,2010,Best motion picture - animated,Coraline,Coraline,False
2009,2010,Best motion picture - animated,Fantastic Mr. Fox,Fantastic Mr. Fox,False
2009,2010,Best motion picture - animated,"Princess And The Frog, The","Princess And The Frog, The",False
2009,2010,Best motion picture - animated,Cloudy With A Chance Of Meatballs,Cloudy With A Chance Of Meatballs,False
2009,2010,Best motion picture - foreign language,The White Ribbon (Das Weisse Band - Eine Deutsche Kindergeschichte),"Germany, Michael Haneke",True
2009,2010,Best motion picture - foreign language,Baarìa,"Italy, Giuseppe Tornatore",False
2009,2010,Best motion picture - foreign language,Broken Embraces,"Spain, Pedro Almodóvar",False
2009,2010,Best motion picture - foreign language,The Maid (La Nana),"Chile, Sebastián Silva",False
2009,2010,Best motion picture - foreign language,A Prophet (Un Prophete),"France, Jacques Audiard",False
2009,2010,Best original score - motion picture,Michael Giacchino,Up,True
2009,2010,Best original score - motion picture,Marvin Hamlisch,The Informant!,False
2009,2010,Best original score - motion picture,James Horner,Avatar,False
2009,2010,Best original score - motion picture,Abel Korzeniowski,A Single Man,False
2009,2010,Best original score - motion picture,"Karen O, Carter Burwell",Where The Wild Things Are,False
2009,2010,Best original song - motion picture,"""The Weary Kind (Theme From Crazy Heart)"", T Bone Burnett, Ryan Bingham",Crazy Heart,True
2009,2010,Best original song - motion picture,"""Winter"", U2",Brothers,False
2009,2010,Best original song - motion picture,"""Cinema Italiano"", Maury Yeston",Nine,False
2009,2010,Best original song - motion picture,"""(I Want To) Come Home"", Paul McCartney",Everybody's Fine,False
2009,2010,Best original song - motion picture,"I See You, James Horner, Simon Franglen, Kuk Harrell",Avatar,False
2010,2011,Best motion picture - drama,The Social Network,The Social Network,True
2010,2011,Best motion picture - drama,Black Swan,Black Swan,False
2010,2011,Best motion picture - drama,"Fighter, The","Fighter, The",False
2010,2011,Best motion picture - drama,Inception,Inception,False
2010,2011,Best motion picture - drama,The King's Speech,The King's Speech,False
2010,2011,Best motion picture - musical or comedy,"Kids Are All Right, The","Kids Are All Right, The",True
2010,2011,Best motion picture - musical or comedy,Alice in Wonderland,Alice in Wonderland,False
2010,2011,Best motion picture - musical or comedy,Burlesque,Burlesque,False
2010,2011,Best motion picture - musical or comedy,Red,Red,False
2010,2011,Best motion picture - musical or comedy,"Tourist, The","Tourist, The",False
2010,2011,Best actress - drama,Natalie Portman,Black Swan,True
2010,2011,Best actress - drama,Halle Berry,Frankie and Alice,False
2010,2011,Best actress - drama,Nicole Kidman,Rabbit Hole,False
2010,2011,Best actress - drama,Jennifer Lawrence,Winter's Bone,False
2010,2011,Best actress - drama,Michelle Williams,Blue Valentine,False
2010,2011,Best actor - drama,Colin Firth,The King's Speech,True
2010,2011,Best actor - drama,Ryan Gosling,Blue Valentine,False
2010,2011,Best actor - drama,Mark Wahlberg,"Fighter, The",False
2010,2011,Best actor - drama,Jesse Eisenberg,The Social Network,False
2010,2011,Best actor - drama,James Franco,127 Hours,False
2010,2011,Best actress - musical or comedy,Annette Bening,"Kids Are All Right, The",True
2010,2011,Best actress - musical or comedy,Anne Hathaway,Love & Other Drugs,False
2010,2011,Best actress - musical or comedy,Angelina Jolie,"Tourist, The",False
2010,2011,Best actress - musical or comedy,Julianne Moore,"Kids Are All Right, The",False
2010,2011,Best actress - musical or comedy,Emma Stone,Easy A,False
2010,2011,Best actor - musical or comedy,Paul Giamatti,Barney's Version,True
2010,2011,Best actor - musical or comedy,Johnny Depp,Alice in Wonderland,False
2010,2011,Best actor - musical or comedy,Johnny Depp,"Tourist, The",False
2010,2011,Best actor - musical or comedy,Jake Gyllenhaal,Love & Other Drugs,False
2010,2011,Best actor - musical or comedy,Kevin Spacey,Casino Jack,False
2010,2011,Best supporting actress - motion picture,Melissa Leo,"Fighter, The",True
2010,2011,Best supporting actress - motion picture,Helena Bonham Carter,The King's Speech,False
2010,2011,Best supporting actress - motion picture,Mila Kunis,Black Swan,False
2010,2011,Best supporting actress - motion picture,Jacki Weaver,Animal Kingdom,False
2010,2011,Best supporting actress - motion picture,Amy Adams,"Fighter, The",False
2010,2011,Best supporting actor - motion picture,Christian Bale,"Fighter, The",True
2010,2011,Best supporting actor - motion picture,Michael Douglas,Wall Street: Money Never Sleeps,False
2010,2011,Best supporting actor - motion picture,Andrew Garfield,The Social Network,False
2010,2011,Best supporting actor - motion picture,Jeremy Renner,"Town, The",False
2010,2011,Best supporting actor - motion picture,Geoffrey Rush,The King's Speech,False
2010,2011,Best director - motion picture,David Fincher,The Social Network,True
2010,2011,Best director - motion picture,Darren Aronofsky,Black Swan,False
2010,2011,Best director - motion picture,Tom Hooper,The King's Speech,False
2010,2011,Best director - motion picture,Christopher Nolan,Inception,False
2010,2011,Best director - motion picture,David O. Russell,"Fighter, The",False
2010,2011,Best screenplay - motion picture,Aaron Sorkin,The Social Network,True
2010,2011,Best screenplay - motion picture,"Danny Boyle, Simon Beaufoy",127 Hours,False
2010,2011,Best screenplay - motion picture,"Lisa Cholodenko, Stuart Blumberg","Kids Are All Right, The",False
2010,2011,Best screenplay - motion picture,Christopher Nolan,Inception,False
2010,2011,Best screenplay - motion picture,David Seidler,The King's Speech,False
2010,2011,Best motion picture - animated,Toy Story 3,Toy Story 3,True
2010,2011,Best motion picture - animated,How To Train Your Dragon,How To Train Your Dragon,False
2010,2011,Best motion picture - animated,"Illusionist, The","Illusionist, The",False
2010,2011,Best motion picture - animated,Tangled,Tangled,False
2010,2011,Best motion picture - animated,Despicable Me,Despicable Me,False
2010,2011,Best motion picture - foreign language,In A Better World,"Denmark, Susanne Bier",True
2010,2011,Best motion picture - foreign language,Biutiful,"Spain, Mexico, Alejandro González Iñárritu",False
2010,2011,Best motion picture - foreign language,The Concert,"France, Radu Mihaileanu",False
2010,2011,Best motion picture - foreign language,The Edge,"Russia, Aleksey Uchitel",False
2010,2011,Best motion picture - foreign language,I Am Love,"Italy, Luca Guadagnino",False
2010,2011,Best original score - motion picture,"Trent Reznor, Atticus Ross",The Social Network,True
2010,2011,Best original score - motion picture,Alexandre Desplat,The King's Speech,False
2010,2011,Best original score - motion picture,Danny Elfman,Alice in Wonderland,False
2010,2011,Best original score - motion picture,A. R. Rahman,127 Hours,False
2010,2011,Best original score - motion picture,Hans Zimmer,Inception,False
2010,2011,Best original song - motion picture,"""You Haven't Seen The Last of Me"", Diane Warren",Burlesque,True
2010,2011,Best original song - motion picture,"""Coming Home"", Bob DiPiero, Tom Douglas, Hillary Lindsey, Troy Verges",Country Strong,False
2010,2011,Best original song - motion picture,"I See The Light, Alan Menken, Glenn Slater",Tangled,False
2010,2011,Best original song - motion picture,"""There's A Place For Us"", Carrie Underwood, David Hodges, Hillary Lindsey",The Chronicles of Narnia: The Voyage of The Dawn Treader,False
2010,2011,Best original song - motion picture,"""Bound To You"", Sia, Christina Aguilera, Samuel Dixon",Burlesque,False
2011,2012,Best motion picture - drama,"Descendants, The","Descendants, The",True
2011,2012,Best motion picture - drama,Moneyball,Moneyball,False
2011,2012,Best motion picture - drama,War Horse,War Horse,False
2011,2012,Best motion picture - drama,The Help,The Help,False
2011,2012,Best motion picture - drama,Hugo,Hugo,False
2011,2012,Best motion picture - drama,"Ides of March, The","Ides of March, The",False
2011,2012,Best motion picture - musical or comedy,The Artist,The Artist,True
2011,2012,Best motion picture - musical or comedy,50/50,50/50,False
2011,2012,Best motion picture - musical or comedy,Bridesmaids,Bridesmaids,False
2011,2012,Best motion picture - musical or comedy,Midnight In Paris,Midnight In Paris,False
2011,2012,Best motion picture - musical or comedy,My Week With Marilyn,My Week With Marilyn,False
2011,2012,Best actress - drama,Meryl Streep,"Iron Lady, The",True
2011,2012,Best actress - drama,Glenn Close,Albert Nobbs,False
2011,2012,Best actress - drama,Viola Davis,The Help,False
2011,2012,Best actress - drama,Rooney Mara,The Girl With The Dragon Tattoo,False
2011,2012,Best actress - drama,Tilda Swinton,We Need To Talk About Kevin,False
2011,2012,Best actor - drama,George Clooney,"Descendants, The",True
2011,2012,Best actor - drama,Ryan Gosling,"Ides of March, The",False
2011,2012,Best actor - drama,Brad Pitt,Moneyball,False
2011,2012,Best actor - drama,Leonardo DiCaprio,J. Edgar,False
2011,2012,Best actor - drama,Michael Fassbender,Shame,False
2011,2012,Best actress - musical or comedy,Michelle Williams,My Week With Marilyn,True
2011,2012,Best actress - musical or comedy,Jodie Foster,Carnage,False
2011,2012,Best actress - musical or comedy,Charlize Theron,Young Adult,False
2011,2012,Best actress - musical or comedy,Kristen Wiig,Bridesmaids,False
2011,2012,Best actress - musical or comedy,Kate Winslet,Carnage,False
2011,2012,Best actor - musical or comedy,Jean Dujardin,The Artist,True
2011,2012,Best actor - musical or comedy,Brendan Gleeson,"Guard, The",False
2011,2012,Best actor - musical or comedy,Joseph Gordon-Levitt,50/50,False
2011,2012,Best actor - musical or comedy,Ryan Gosling,"Crazy, Stupid, Love.",False
2011,2012,Best actor - musical or comedy,Owen Wilson,Midnight In Paris,False
2011,2012,Best supporting actress - motion picture,Octavia Spencer,The Help,True
2011,2012,Best supporting actress - motion picture,Bérénice Bejo,The Artist,False
2011,2012,Best supporting actress - motion picture,Jessica Chastain,The Help,False
2011,2012,Best supporting actress - motion picture,Janet McTeer,Albert Nobbs,False
2011,2012,Best supporting actress - motion picture,Shailene Woodley,"Descendants, The",False
2011,2012,Best supporting actor - motion picture,Christopher Plummer,Beginners,True
2011,2012,Best supporting actor - motion picture,Albert Brooks,Drive,False
2011,2012,Best supporting actor - motion picture,Jonah Hill,Moneyball,False
2011,2012,Best supporting actor - motion picture,Viggo Mortensen,"Dangerous Method, A",False
2011,2012,Best supporting actor - motion picture,Kenneth Branagh,My Week With Marilyn,False
2011,2012,Best director - motion picture,Martin Scorsese,Hugo,True
2011,2012,Best director - motion picture,Alexander Payne,"Descendants, The",False
2011,2012,Best director - motion picture,Woody Allen,Midnight In Paris,False
2011,2012,Best director - motion picture,George Clooney,"Ides of March, The",False
2011,2012,Best director - motion picture,Michel Hazanavicius,The Artist,False
2011,2012,Best screenplay - motion picture,Woody Allen,Midnight In Paris,True
2011,2012,Best screenplay - motion picture,"George Clooney, Grant Heslov, Beau Willimon","Ides of March, The",False
2011,2012,Best screenplay - motion picture,Michel Hazanavicius,The Artist,False
2011,2012,Best screenplay - motion picture,"Aaron Sorkin, Steve Zaillian, Stan Chervin",Moneyball,False
2011,2012,Best screenplay - motion picture,"Nat Faxon, Jim Rash, Alexander Payne","Descendants, The",False
2011,2012,Best motion picture - animated,"Adventures of Tintin, The","Adventures of Tintin, The",True
2011,2012,Best motion picture - animated,Rango,Rango,False
2011,2012,Best motion picture - animated,Arthur Christmas,Arthur Christmas,False
2011,2012,Best motion picture - animated,Cars 2,Cars 2,False
2011,2012,Best motion picture - animated,Puss In Boots,Puss In Boots,False
2011,2012,Best motion picture - foreign language,A Separation,"Iran, Asghar Farhadi ",True
2011,2012,Best motion picture - foreign language,The Flowers Of War,"China, Zhang Yimou",False
2011,2012,Best motion picture - foreign language,In The Land Of Blood And Honey,"United States, Angelina Jolie",False
2011,2012,Best motion picture - foreign language,The Kid With A Bike,"Belgium, Jean-Pierre Dardenne, Luc Dardenne",False
2011,2012,Best motion picture - foreign language,The Skin I Live In,"Spain, Pedro Almodóvar",False
2011,2012,Best original score - motion picture,Ludovic Bource,The Artist,True
2011,2012,Best original score - motion picture,Abel Korzeniowski,W.E.,False
2011,2012,Best original score - motion picture,"Atticus Ross, Trent Reznor",The Girl With The Dragon Tattoo,False
2011,2012,Best original score - motion picture,Howard Shore,Hugo,False
2011,2012,Best original score - motion picture,John Williams,War Horse,False
2011,2012,Best original song - motion picture,"""Masterpiece"", Madonna, Julie Frost, Jimmy Harry",W.E.,True
2011,2012,Best original song - motion picture,"Hello Hello, Elton John, Lady Gaga, Bernie Taupin",Gnomeo & Juliet,False
2011,2012,Best original song - motion picture,"""The Keeper"", Chris Cornell",Machine Gun Preacher,False
2011,2012,Best original song - motion picture,"""Lay Your Head Down"", Brian Byrne, Glenn Close",Albert Nobbs,False
2011,2012,Best original song - motion picture,"""The Living Proof"", Mary J. Blige, Thomas Newman, Harvey Mason, Jr., Damon Thomas",The Help,False
2012,2013,Best motion picture - drama,Argo,Argo,True
2012,2013,Best motion picture - drama,Life of Pi,Life of Pi,False
2012,2013,Best motion picture - drama,Lincoln,Lincoln,False
2012,2013,Best motion picture - drama,Zero Dark Thirty 	,Zero Dark Thirty 	,False
2012,2013,Best motion picture - drama,Django Unchained,Django Unchained,False
2012,2013,Best motion picture - musical or comedy,Les Misérables,Les Misérables,True
2012,2013,Best motion picture - musical or comedy,"Best Exotic Marigold Hotel, The","Best Exotic Marigold Hotel, The",False
2012,2013,Best motion picture - musical or comedy,Moonrise Kingdom,Moonrise Kingdom,False
2012,2013,Best motion picture - musical or comedy,Salmon Fishing in the Yemen,Salmon Fishing in the Yemen,False
2012,2013,Best motion picture - musical or comedy,Silver Linings Playbook,Silver Linings Playbook,False
2012,2013,Best actress - drama,Jessica Chastain,Zero Dark Thirty 	,True
2012,2013,Best actress - drama,Marion Cotillard,Rust and Bone,False
2012,2013,Best actress - drama,Helen Mirren,Hitchcock,False
2012,2013,Best actress - drama,Naomi Watts,"Impossible, The",False
2012,2013,Best actress - drama,Rachel Weisz,"Deep Blue Sea, The",False
2012,2013,Best actor - drama,Daniel Day-Lewis,Lincoln,True
2012,2013,Best actor - drama,Richard Gere,Arbitrage,False
2012,2013,Best actor - drama,Joaquin Phoenix,"Master, The",False
2012,2013,Best actor - drama,Denzel Washington,Flight,False
2012,2013,Best actor - drama,John Hawkes,"Sessions, The",False
2012,2013,Best actress - musical or comedy,Jennifer Lawrence,Silver Linings Playbook,True
2012,2013,Best actress - musical or comedy,Emily Blunt,Salmon Fishing in the Yemen,False
2012,2013,Best actress - musical or comedy,Judi Dench,"Best Exotic Marigold Hotel, The",False
2012,2013,Best actress - musical or comedy,Maggie Smith,Quartet,False
2012,2013,Best actress - musical or comedy,Meryl Streep,Hope Springs,False
2012,2013,Best actor - musical or comedy,Hugh Jackman,Les Misérables,True
2012,2013,Best actor - musical or comedy,Bill Murray,Hyde Park on Hudson,False
2012,2013,Best actor - musical or comedy,Bradley Cooper,Silver Linings Playbook,False
2012,2013,Best actor - musical or comedy,Jack Black,Bernie,False
2012,2013,Best actor - musical or comedy,Ewan McGregor,Salmon Fishing in the Yemen,False
2012,2013,Best supporting actress - motion picture,Anne Hathaway,Les Misérables,True
2012,2013,Best supporting actress - motion picture,Amy Adams,"Master, The",False
2012,2013,Best supporting actress - motion picture,Helen Hunt,"Sessions, The",False
2012,2013,Best supporting actress - motion picture,Nicole Kidman,"Paperboy, The",False
2012,2013,Best supporting actress - motion picture,Sally Field,Lincoln,False
2012,2013,Best supporting actor - motion picture,Christoph Waltz,Django Unchained,True
2012,2013,Best supporting actor - motion picture,Philip Seymour Hoffman,"Master, The",False
2012,2013,Best supporting actor - motion picture,Alan Arkin,Argo,False
2012,2013,Best supporting actor - motion picture,Leonardo DiCaprio,Django Unchained,False
2012,2013,Best supporting actor - motion picture,Tommy Lee Jones,Lincoln,False
2012,2013,Best director - motion picture,Ben Affleck,Argo,True
2012,2013,Best director - motion picture,Ang Lee,Life of Pi,False
2012,2013,Best director - motion picture,Steven Spielberg,Lincoln,False
2012,2013,Best director - motion picture,Kathryn Bigelow,Zero Dark Thirty 	,False
2012,2013,Best director - motion picture,Quentin Tarantino,Django Unchained,False
2012,2013,Best screenplay - motion picture,Quentin Tarantino,Django Unchained,True
2012,2013,Best screenplay - motion picture,Tony Kushner,Lincoln,False
2012,2013,Best screenplay - motion picture,Mark Boal,Zero Dark Thirty 	,False
2012,2013,Best screenplay - motion picture,David O. Russell,Silver Linings Playbook,False
2012,2013,Best screenplay - motion picture,Chris Terrio,Argo,False
2012,2013,Best motion picture - animated,Brave,Brave,True
2012,2013,Best motion picture - animated,Frankenweenie,Frankenweenie,False
2012,2013,Best motion picture - animated,Hotel Transylvania,Hotel Transylvania,False
2012,2013,Best motion picture - animated,Rise of the Guardians,Rise of the Guardians,False
2012,2013,Best motion picture - animated,Wreck-It Ralph,Wreck-It Ralph,False
2012,2013,Best motion picture - foreign language,Amour,"Austria, Michael Haneke",True
2012,2013,Best motion picture - foreign language,A Royal Affair,"Denmark, Nikolaj Arcel",False
2012,2013,Best motion picture - foreign language,The Intouchables,"France, Olivier Nakache, Éric Toledano",False
2012,2013,Best motion picture - foreign language,Kon Tiki,"Norway, United Kingdom, Denmark, Joachim Rønning, Espen Sandberg",False
2012,2013,Best motion picture - foreign language,Rust and Bone,"France, Jacques Audiard",False
2012,2013,Best original score - motion picture,Mychael Danna,Life of Pi,True
2012,2013,Best original score - motion picture,John Williams,Lincoln,False
2012,2013,Best original score - motion picture,Dario Marianelli,Anna Karenina,False
2012,2013,Best original score - motion picture,"Tom Tykwer, Johnny Klimek, Reinhold Heil",Cloud Atlas,False
2012,2013,Best original score - motion picture,Alexandre Desplat,Argo,False
2012,2013,Best original song - motion picture,"""Skyfall"", Adele, Paul Epworth",Skyfall,True
2012,2013,Best original song - motion picture,"""For You"", Keith Urban, Monty Powell",Act of Valor,False
2012,2013,Best original song - motion picture,"""Not Running Anymore"", Jon Bon Jovi",Stand Up Guys,False
2012,2013,Best original song - motion picture,"""Safe & Sound"", Taylor Swift, John Paul White, Joy Williams, T Bone Burnett",The Hunger Games,False
2012,2013,Best original song - motion picture,"""Suddenly"", Herbert Kretzmer, Claude-Michel Schonberg, Alain Boublil",Les Misérables,False
2013,2014,Best motion picture - drama,12 Years a Slave,12 Years a Slave,True
2013,2014,Best motion picture - drama,Captain Phillips,Captain Phillips,False
2013,2014,Best motion picture - drama,Gravity,Gravity,False
2013,2014,Best motion picture - drama,Philomena,Philomena,False
2013,2014,Best motion picture - drama,Rush,Rush,False
2013,2014,Best motion picture - musical or comedy,American Hustle,American Hustle,True
2013,2014,Best motion picture - musical or comedy,Nebraska,Nebraska,False
2013,2014,Best motion picture - musical or comedy,Inside Llewyn Davis,Inside Llewyn Davis,False
2013,2014,Best motion picture - musical or comedy,Her,Her,False
2013,2014,Best motion picture - musical or comedy,"Wolf of Wall Street, The","Wolf of Wall Street, The",False
2013,2014,Best actress - drama,Cate Blanchett,Blue Jasmine,True
2013,2014,Best actress - drama,Sandra Bullock,Gravity,False
2013,2014,Best actress - drama,Judi Dench,Philomena,False
2013,2014,Best actress - drama,Kate Winslet,Labor Day,False
2013,2014,Best actress - drama,Emma Thompson,Saving Mr. Banks,False
2013,2014,Best actor - drama,Matthew McConaughey,Dallas Buyers Club,True
2013,2014,Best actor - drama,Robert Redford,All Is Lost,False
2013,2014,Best actor - drama,Chiwetel Ejiofor,12 Years a Slave,False
2013,2014,Best actor - drama,Tom Hanks,Captain Phillips,False
2013,2014,Best actor - drama,Idris Elba,Mandela: Long Walk to Freedom,False
2013,2014,Best actress - musical or comedy,Amy Adams,American Hustle,True
2013,2014,Best actress - musical or comedy,Julia Louis-Dreyfus,Enough Said,False
2013,2014,Best actress - musical or comedy,Greta Gerwig,Frances Ha,False
2013,2014,Best actress - musical or comedy,Meryl Streep,August: Osage County,False
2013,2014,Best actress - musical or comedy,Julie Delpy,Before Midnight,False
2013,2014,Best actor - musical or comedy,Leonardo DiCaprio,"Wolf of Wall Street, The",True
2013,2014,Best actor - musical or comedy,Christian Bale,American Hustle,False
2013,2014,Best actor - musical or comedy,Bruce Dern,Nebraska,False
2013,2014,Best actor - musical or comedy,Oscar Isaac,Inside Llewyn Davis,False
2013,2014,Best actor - musical or comedy,Joaquin Phoenix,Her,False
2013,2014,Best supporting actress - motion picture,Jennifer Lawrence,American Hustle,True
2013,2014,Best supporting actress - motion picture,Sally Hawkins,Blue Jasmine,False
2013,2014,Best supporting actress - motion picture,Lupita Nyong'o,12 Years a Slave,False
2013,2014,Best supporting actress - motion picture,June Squibb,Nebraska,False
2013,2014,Best supporting actress - motion picture,Julia Roberts,August: Osage County,False
2013,2014,Best supporting actor - motion picture,Jared Leto,Dallas Buyers Club,True
2013,2014,Best supporting actor - motion picture,Michael Fassbender,12 Years a Slave,False
2013,2014,Best supporting actor - motion picture,Barkhad Abdi,Captain Phillips,False
2013,2014,Best supporting actor - motion picture,Daniel Brühl,Rush,False
2013,2014,Best supporting actor - motion picture,Bradley Cooper,American Hustle,False
2013,2014,Best director - motion picture,Alfonso Cuarón,Gravity,True
2013,2014,Best director - motion picture,Steve McQueen,12 Years a Slave,False
2013,2014,Best director - motion picture,Paul Greengrass,Captain Phillips,False
2013,2014,Best director - motion picture,David O. Russell,American Hustle,False
2013,2014,Best director - motion picture,Alexander Payne,Nebraska,False
2013,2014,Best screenplay - motion picture,Spike Jonze,Her,True
2013,2014,Best screenplay - motion picture,John Ridley,12 Years a Slave,False
2013,2014,Best screenplay - motion picture,"Steve Coogan, Jeff Pope",Philomena,False
2013,2014,Best screenplay - motion picture,"Eric Warren Singer , David O. Russell",American Hustle,False
2013,2014,Best screenplay - motion picture,Bob Nelson,Nebraska,False
2013,2014,Best motion picture - animated,Frozen,Frozen,True
2013,2014,Best motion picture - animated,Despicable Me 2,Despicable Me 2,False
2013,2014,Best motion picture - animated,"Croods, The","Croods, The",False
2013,2014,Best motion picture - foreign language,The Great Beauty,"Italy, Paolo Sorrentino",True
2013,2014,Best motion picture - foreign language,Blue is the Warmest Color,"France, Abdellatif Kechiche",False
2013,2014,Best motion picture - foreign language,The Hunt,"Denmark, Thomas Vinterberg",False
2013,2014,Best motion picture - foreign language,The Past,"Iran, Asghar Farhadi ",False
2013,2014,Best motion picture - foreign language,The Wind Rises,"Japan, Hayao Miyazaki",False
2013,2014,Best original score - motion picture,Alex Ebert,All Is Lost,True
2013,2014,Best original score - motion picture,John Williams,The Book Thief,False
2013,2014,Best original score - motion picture,Hans Zimmer,12 Years a Slave,False
2013,2014,Best original score - motion picture,Steven Price,Gravity,False
2013,2014,Best original score - motion picture,Alex Heffes,Mandela: Long Walk to Freedom,False
2013,2014,Best original song - motion picture,"""Ordinary Love"", U2, Danger Mouse, Bono",Mandela: Long Walk to Freedom,True
2013,2014,Best original song - motion picture,"""Please Mr. Kennedy"", Ed Rush, George Cromarty, T Bone Burnett, Justin Timberlake, Joel Coen, Ethan Coen",Inside Llewyn Davis,False
2013,2014,Best original song - motion picture,"""Let It Go"", Kristen Anderson Lopez, Robert Lopez",Frozen,False
2013,2014,Best original song - motion picture,"""Sweeter Than Fiction"", Taylor Swift, Jack Antonoff",One Chance,False
2013,2014,Best original song - motion picture,"""Atlas"", Chris Martin, Guy Berryman, Jon Buckland, Will Champion",The Hunger Games: Catching Fire,False
2014,2015,Best motion picture - drama,Boyhood,Boyhood,True
2014,2015,Best motion picture - drama,The Imitation Game,The Imitation Game,False
2014,2015,Best motion picture - drama,Selma,Selma,False
2014,2015,Best motion picture - drama,Foxcatcher,Foxcatcher,False
2014,2015,Best motion picture - drama,The Theory of Everything,The Theory of Everything,False
2014,2015,Best motion picture - musical or comedy,"Grand Budapest Hotel, The","Grand Budapest Hotel, The",True
2014,2015,Best motion picture - musical or comedy,Into the Woods,Into the Woods,False
2014,2015,Best motion picture - musical or comedy,St. Vincent,St. Vincent,False
2014,2015,Best motion picture - musical or comedy,Pride,Pride,False
2014,2015,Best motion picture - musical or comedy,Birdman,Birdman,False
2014,2015,Best actress - drama,Julianne Moore,Still Alice,True
2014,2015,Best actress - drama,Jennifer Aniston,Cake,False
2014,2015,Best actress - drama,Felicity Jones,The Theory of Everything,False
2014,2015,Best actress - drama,Rosamund Pike,Gone Girl,False
2014,2015,Best actress - drama,Reese Witherspoon,Wild,False
2014,2015,Best actor - drama,Eddie Redmayne,The Theory of Everything,True
2014,2015,Best actor - drama,Steve Carell,Foxcatcher,False
2014,2015,Best actor - drama,Jake Gyllenhaal,Nightcrawler,False
2014,2015,Best actor - drama,Benedict Cumberbatch,The Imitation Game,False
2014,2015,Best actor - drama,David Oyelowo,Selma,False
2014,2015,Best actress - musical or comedy,Amy Adams,Big Eyes,True
2014,2015,Best actress - musical or comedy,Emily Blunt,Into the Woods,False
2014,2015,Best actress - musical or comedy,Helen Mirren,"Hundred-Foot Journey, The",False
2014,2015,Best actress - musical or comedy,Julianne Moore,Maps To The Stars,False
2014,2015,Best actress - musical or comedy,Quvenzhané Wallis,Annie (2014),False
2014,2015,Best actor - musical or comedy,Michael Keaton,Birdman,True
2014,2015,Best actor - musical or comedy,Ralph Fiennes,"Grand Budapest Hotel, The",False
2014,2015,Best actor - musical or comedy,Christoph Waltz,Big Eyes,False
2014,2015,Best actor - musical or comedy,Bill Murray,St. Vincent,False
2014,2015,Best actor - musical or comedy,Joaquin Phoenix,Inherent Vice,False
2014,2015,Best supporting actress - motion picture,Patricia Arquette,Boyhood,True
2014,2015,Best supporting actress - motion picture,Emma Stone,Birdman,False
2014,2015,Best supporting actress - motion picture,Keira Knightley,The Imitation Game,False
2014,2015,Best supporting actress - motion picture,Meryl Streep,Into the Woods,False
2014,2015,Best supporting actress - motion picture,Jessica Chastain,A Most Violent Year,False
2014,2015,Best supporting actor - motion picture,J.K. Simmons,Whiplash,True
2014,2015,Best supporting actor - motion picture,Mark Ruffalo,Foxcatcher,False
2014,2015,Best supporting actor - motion picture,Robert Duvall,"Judge, The",False
2014,2015,Best supporting actor - motion picture,Ethan Hawke,Boyhood,False
2014,2015,Best supporting actor - motion picture,Edward Norton,Birdman,False
2014,2015,Best director - motion picture,Richard Linklater,Boyhood,True
2014,2015,Best director - motion picture,Alejandro González Iñárritu,Birdman,False
2014,2015,Best director - motion picture,David Fincher,Gone Girl,False
2014,2015,Best director - motion picture,Wes Anderson,"Grand Budapest Hotel, The",False
2014,2015,Best director - motion picture,Ava DuVernay,Selma,False
2014,2015,Best screenplay - motion picture,"Alejandro González Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Armando Bo",Birdman,True
2014,2015,Best screenplay - motion picture,Graham Moore,The Imitation Game,False
2014,2015,Best screenplay - motion picture,Gillian Flynn,Gone Girl,False
2014,2015,Best screenplay - motion picture,Wes Anderson,"Grand Budapest Hotel, The",False
2014,2015,Best screenplay - motion picture,Richard Linklater,Boyhood,False
2014,2015,Best motion picture - animated,How to Train Your Dragon 2,How to Train Your Dragon 2,True
2014,2015,Best motion picture - animated,Big Hero 6,Big Hero 6,False
2014,2015,Best motion picture - animated,"Book of Life, The","Book of Life, The",False
2014,2015,Best motion picture - animated,"Boxtrolls, The","Boxtrolls, The",False
2014,2015,Best motion picture - animated,"LEGO Movie, The","LEGO Movie, The",False
2014,2015,Best motion picture - foreign language,Leviathan,"Russia, Andrey Zvyagintsev ",True
2014,2015,Best motion picture - foreign language,Gett: The Trial of Viviane Amsalem,"Israel, Ronit Elkabetz, Shlomi Elkabetz",False
2014,2015,Best motion picture - foreign language,Ida,"Poland, Denmark, Pawel Pawlikowski",False
2014,2015,Best motion picture - foreign language,Tangerines,"Estonia, Zaza Urushadze",False
2014,2015,Best motion picture - foreign language,Force Majeure,"Sweden, Ruben Östlund",False
2014,2015,Best original score - motion picture,Jóhann Jóhannsson,The Theory of Everything,True
2014,2015,Best original score - motion picture,Antonio Sanchez,Birdman,False
2014,2015,Best original score - motion picture,Alexandre Desplat,The Imitation Game,False
